slug,title,description,type,cuisine,ingredients_summary,allergens,tags,tipNote,servingSuggestion
sekerpare,Şekerpare,İrmikli kurabiye hamurunun sıcak şerbetle buluştuğu geleneksel tatlı.,TATLI,tr,Un; İrmik; Tereyağı; Yumurta; Şeker; Su; Fındık,"GLUTEN,SUT,YUMURTA,KUSUYEMIS","vejetaryen,misafir-sofrasi",Tatlı fırından çıkınca ılık şerbeti dökün; hamur dağılmadan şerbeti emer.,Üzerine fındık koyarak servis edin.
sellou,Sellou,"Fas'ın kavrulmuş unlu tatlı karışımı sellou, susam ve bademle kaşık kaşık yenilen yoğun bir enerji tatlısıdır.",ATISTIRMALIK,ma,Un; Susam; Badem; Bal; Tereyağı,"GLUTEN,SUT,KUSUYEMIS,SUSAM","misafir-sofrasi,vejetaryen",Unu orta ateşte sabırla kavurun; rengi bir ton dönünce sellou'nun fındıksı tadı ortaya çıkar.,Küçük tabaklarda yanında nane çayıyla servis edin.
semla,Semla,"İçi badem ezmesi ve kremayla doldurulan Semla, kuzey kışının en yumuşak çöreklerinden biridir.",TATLI,se,Un; Süt; Badem unu; Krema,"GLUTEN,SUT,KUSUYEMIS","misafir-sofrasi,cocuk-dostu,vejetaryen",Çörekler tamamen soğumadan krema doldurmayın; iç nemlenip çöker.,Üstüne pudra şekeri serperek servis edin.
semsek-guneydogu-usulu,Semsek,"Semsek, ince hamurun arasına yerleştirilen baharatlı kıymayla tavada ya da sacda pişen Güneydoğu işi kapalı bir börektir.",YEMEK,tr,Un; Su; Dana kıyma; Soğan; Tuz; Maydanoz,GLUTEN,misafir-sofrasi,Hamuru çok kalın kapatmayın; içle birlikte kısa sürede pişmesi gerekir.,Yanına maydanoz yaprakları koyarak sıcak servis edin.
sesame-balls,Sesame Balls,"Çin susam topları, yapışkan pirinç hamurunun tatlı fasulye ezmesiyle dolup kızarmasıyla hazırlanır.",TATLI,cn,Yapışkan pirinç unu; Kırmızı fasulye ezmesi; Susam; Şeker,SUSAM,"vegan,vejetaryen",,"Sıcakken, çay eşliğinde servis edin."
sevketibostan-yemegi,Şevketibostan Yemeği,"Ege'nin şevketibostanı zeytinyağı, limon ve kuzu etiyle hafif ekşi bir bahar yemeği verir.",YEMEK,tr,Şevketibostan; Kuzu kuşbaşı; Zeytinyağı; Limon suyu,,yaz-tarifi,,
sezar-salata,Sezar Salata,"Marul, tavuk, kruton ve parmesanla hazırlanan klasik Sezar salata.",SALATA,tr,Tavuk göğsü; Marul; Ekmek; Parmesan peyniri; Mayonez; Hardal; Limon suyu; Zeytinyağı,"GLUTEN,SUT,YUMURTA,HARDAL",yuksek-protein,Marulu yıkadıktan sonra tamamen kurutun; ıslak yaprak sosu tutmaz.,Ana öğün olarak soğuk servis edin.
sfenj,Sfenj,"Sfenj, sulu mayalı hamurun halka biçiminde kızartıldığı ve dışı çıtır bırakılan Kuzey Afrika sokak hamurudur.",ATISTIRMALIK,ma,Un; Kuru maya; Şeker; Tuz; Su; Ayçiçek yağı,GLUTEN,"vegan,misafir-sofrasi,vejetaryen",Hamurun ele yapışan yumuşak kıvamı sfenjin içinin boşluklu çıkmasını sağlar.,Dışı çıtırken sıcak servis edin.
shakshuka-yumurta,Shakshuka Yumurta,Domatesli biber sosunda yumurtaların piştiği Orta Doğu kahvaltısı.,KAHVALTI,ma,Yumurta; Domates; Kırmızı biber; Soğan; Sarımsak; Zeytinyağı; Ekmek,"YUMURTA,GLUTEN","vejetaryen,30-dakika-alti",Yumurtaları sos koyulaştıktan sonra kırın; beyazlar dağılmadan pişer.,Taze ekmekle sıcak servis edin.
shawarma-pilavi,Shawarma Pilavı,"Orta Doğu baharatlı tavuk parçaları, pirinç ve sarımsaklı yoğurtla doyurucu bir tabak kurar.",YEMEK,me,Tavuk but; Pirinç; Yoğurt; Kimyon,SUT,yuksek-protein,,
shchi,Shchi,"Rus lahana çorbası, et suyu ve kök sebzelerle sade ama derin bir kış kasesidir.",CORBA,tr,Lahana; Dana eti; Havuç; Patates,,kis-tarifi,,
shirley-temple,Shirley Temple,"Grenadin ve zencefilli gazozla hazırlanan Shirley Temple, alkolsüz klasik Amerikan bar içeceklerinden biridir.",ICECEK,us,Zencefilli gazoz; Grenadin; Buz; Kokteyl kirazı,,"alkolsuz,yaz-tarifi,cocuk-dostu,vejetaryen,vegan","Gazı kaçmaması için karışımı bardakta hafifçe çevirin, çalkalamayın.",Buz ve kokteyl kirazıyla servis edin.
shish-tawook,Shish Tawook,"Shish tawook, yoğurt, limon ve sarımsakla marine edilen tavuk şişlerin ızgara halidir.",YEMEK,me,Tavuk göğsü; Yoğurt; Limon suyu; Sarımsak,SUT,yuksek-protein,Tavuğu 2 saat marine edin; yoğurt eti yumuşatır.,"Toum, lavaş ve sumaklı soğanla servis edin."
shoyu-ramen,Shoyu Ramen,"Tokyo usulü soya soslu ramen, tavuk suyu, erişte ve yumurtayla derin ama dengeli bir kase sunar.",CORBA,jp,Ramen eriştesi; Tavuk suyu; Soya sosu; Yumurta; Taze soğan,"GLUTEN,SOYA,YUMURTA",misafir-sofrasi,Erişteyi ayrı haşlayın; çorba içinde beklerse nişasta suyu bulanıklaştırır.,"Yumurta, taze soğan ve noriyle servis edin."
sicak-cikolata,Sıcak Çikolata,"Kakao, bitter çikolata ve sütle hazırlanan yoğun kıvamlı sıcak içecek.",ICECEK,tr,Süt; Kakao; Şeker; Bitter çikolata; Nişasta,"GLUTEN,SUT","vejetaryen,30-dakika-alti,kis-tarifi",Çikolatayı ocaktan aldıktan sonra ekleyin; doğrudan kaynarsa tadı acılaşır.,Üzerine rendelenmiş çikolata serperek servis edin.
sicak-elma-punch,Sıcak Elma Punch,Kış pazarlarını andıran tarçınlı elma suyu; karanfil ve portakal kabuğu bardakta ısınır.,ICECEK,tr,Elma suyu; Tarçın; Karanfil; Portakal kabuğu,,"vegan,alkolsuz,kis-tarifi,vejetaryen",Kaynatmak yerine hafif ateşte tutun; elma aroması taze kalır.,Elma dilimi ve tarçın çubuğuyla servis edin.
sichuan-yesil-fasulye,Sichuan Yeşil Fasulye,"Sichuan tavalarında kabaran yeşil fasulye, sarımsak ve acı biberle keskin bir garnitüre döner.",YEMEK,tr,Yeşil fasulye; Sarımsak; Soya sosu; Susam yağı; Acı biber,"SOYA,SUSAM","vegan,30-dakika-alti,vejetaryen",Fasulyeleri tavada tek kat yayın; kabukları buruşurken içleri canlı kalır.,Pirinç pilavı ve tofu yemekleriyle sunun.
sidecar,Sidecar,"Paris ve Londra bar mirasının brendi, portakal likörü ve limonla kurduğu keskin klasik.",KOKTEYL,tr,Brendi; Portakal likörü; Limon suyu; Şeker; Buz,,"alkollu,30-dakika-alti,vejetaryen,vegan",Kadeh kenarındaki şekeri ince tutun; kokteyli ağırlaştırmaz.,Şekerli kenarlı coupe kadehte servis edin.
sigara-boregi,Sigara Böreği,"Çıtır çıtır, peynirli veya patatesli hazırlanan klasik Türk böreği.",APERATIF,tr,Yufka; Beyaz peynir; Maydanoz; Kızartma yağı,"GLUTEN,SUT","vejetaryen,cocuk-dostu",,
sigeumchi-namul,Sigeumchi Namul,Kore sofralarında ıspanağı birkaç net dokunuşla parlatan susamlı banchan.,SALATA,kr,Ispanak; Soya sosu; Susam yağı; Sarımsak; Susam,"SOYA,SUSAM","vegan,30-dakika-alti,dusuk-kalorili,vejetaryen",Ispanağı haşladıktan sonra suyunu avuç içinde sıkın; sos yapraklara daha net tutunur.,Soğuk banchan tabağı olarak servis edin.
siirt-buryan-kebabi,Siirt Büryan Kebabı,Siirt'te kuzu eti kuyuda uzun pişer; ev versiyonunda kapalı fırın kabı aynı sade lezzeti yakalar.,YEMEK,tr,Kemikli kuzu eti; Tuz; Karabiber; Tandır ekmeği,GLUTEN,"misafir-sofrasi,yuksek-protein",Eti kemikli kullanın; uzun pişirme sırasında suyuna daha dolgun lezzet geçer.,Tandır ekmeği ve sumaklı soğanla servis edin.
siirt-kitel,Siirt Kitel,"Siirt kiteli, ince bulgurlu dışı ve kıymalı içiyle haşlanarak pişen iri bir yöresel köftedir.",YEMEK,tr,İnce bulgur; İrmik; Dana kıyma; Soğan,GLUTEN,misafir-sofrasi,Dış harcı avuç içinde ince açın; kalın dış kabuk iç harcın tadını bastırır.,Sarımsaklı yoğurt ve sumakla servis edin.
sikhye,Sikhye,"Kore'de yemek sonrası içilen sikhye, malt suyunun pirinçle verdiği hafif tatlı ve serin bir içecektir.",ICECEK,kr,Pişmiş pirinç; Malt tozu; Su; Şeker,,"alkolsuz,yaz-tarifi,vejetaryen,vegan",Pirinç taneleri yüzeye çıkmaya başladığında sikhye klasik görünümünü kazanır; bu aşamayı kaçırmayın.,Buzdolabında 1 saat soğutup birkaç çam fıstığıyla bardakta servis edin.
simit-kebabi-gaziantep-usulu,Simit Kebabı,"Gaziantep simit kebabı, ince bulgur ve kıymanın yoğrulup şişe sarıldığı, köz tadına açık bir kebaptır.",YEMEK,tr,Dana kıyma; İnce bulgur; Sarımsak; Tuz; Maydanoz; Limon,GLUTEN,"yuksek-protein,misafir-sofrasi",Bulguru suya boğmayın; hafif nemlenen simit kebabı şişte daha iyi tutunur.,Yanına maydanoz ve limon koyarak servis edin.
simit-tost,Simit Tost,"Simit tost, sokak simidini kaşar ve domatesle bastırıp daha çıtır ve daha tok bir kahvaltıya dönüştürür.",KAHVALTI,tr,Simit; Kaşar peyniri; Domates; Tereyağı,"GLUTEN,SUT","30-dakika-alti,cocuk-dostu,vejetaryen",Simit içini çok doldurmayın; preslenirken peynir dışarı taşmaz.,Yanına sıcak çayla servis edin.
sinh-to-bo,Sinh To Bo,"Vietnam avokado smoothie yoğun süt ve buzla kremamsı, serin bir içeceğe dönüşür.",ICECEK,tr,Avokado; Süt; Yoğunlaştırılmış süt; Buz,SUT,"pratik,yaz-tarifi,vejetaryen",,
sinh-to-xoai,Sinh Tố Xoài,"Vietnam mango smoothie, olgun mango ve sütün pürüzsüz birleşimiyle serin ve yoğun bir içecek verir.",ICECEK,vn,Mango; Süt; Yoğunlaştırılmış süt; Buz,SUT,"yaz-tarifi,pratik,vejetaryen",Mangoyu önceden soğutursanız buz kullanmadan daha yoğun bir kıvam elde edilir.,Soğuk bardakta birkaç mango küpüyle servis edin.
sini-koftesi,Sini Köftesi,"Hatay sini köftesi, ince bulgur hamuru ve kıymalı içle tepside bastırılıp fırında kızarır.",YEMEK,th,İnce bulgur; Dana kıyma; Soğan; Ceviz,"GLUTEN,KUSUYEMIS",misafir-sofrasi,,
sinop-nokulu,Sinop Nokulu,"Sinop nokulu, cevizli ve üzümlü içle sarılan mayalı hamurun ince dilimler halinde pişmiş halidir.",KAHVALTI,tr,Un; Süt; Ceviz; Kuru üzüm,"GLUTEN,SUT,KUSUYEMIS",vejetaryen,İç harcı hamura yaymadan önce tamamen soğutun; sıcak iç hamuru yumuşatır.,Demli çay yanında oda sıcaklığında servis edin.
siron-bayburt-usulu,Siron,"Siron, ince yufka rulolarının sıcak suyla yumuşatılıp sarımsaklı yoğurt ve tereyağı ile tamamlandığı Bayburt işi bir tabaktır.",YEMEK,tr,Yufka; Su; Yoğurt; Sarımsak; Tereyağı; Ceviz,"GLUTEN,SUT,KUSUYEMIS","misafir-sofrasi,vejetaryen","Yufkayı fırında fazla kurutmamak, su verildiğinde katların dağılmamasını sağlar.",Üzerine ceviz serperek sıcak servis edin.
sivas-hingel,Sivas Hingel,"Sivas hingeli, patatesli içle kapanan üçgen mantıların sarımsaklı yoğurtla buluştuğu doyurucu bir yemektir.",YEMEK,tr,Un; Yumurta; Patates; Yoğurt,"GLUTEN,SUT,YUMURTA","vejetaryen,misafir-sofrasi",Hamur kenarlarını unlu bırakmayın; unlu kenar kaynar suda açılabilir.,Sarımsaklı yoğurt ve tereyağlı pul biberle servis edin.
sivas-katmeri,Sivas Katmeri,Sivas katmeri ince açılan hamurun yağlanıp katlanmasıyla sacda kat kat pişen sade bir hamur işidir.,KAHVALTI,tr,Un; Tereyağı; Su; Tuz,"GLUTEN,SUT",vejetaryen,,
siveydiz,Şiveydiz,"Gaziantep'in şiveydizi, taze sarımsak ve arpacık soğanın yoğurtlu terbiyeyle piştiği bahar sofrası yemeğidir.",YEMEK,tr,Kuzu kuşbaşı; Arpacık soğan; Taze sarımsak; Yoğurt; Yumurta; Nane,"SUT,YUMURTA","misafir-sofrasi,kis-tarifi",Yoğurtlu karışımı kaynatmayın; hafif titreşen ateşle pişirmek terbiyeyi korur.,Üzerine taze nane serperek sıcak servis edin.
skagen-toast,Skagen Toast,"İskandinav kıyılarında karides salatasıyla doldurulan kızarmış ekmek, limonlu ve serin bir başlangıç sunar.",APERATIF,se,Karides; Mayonez; Ekşi krema; Çavdar ekmeği,"GLUTEN,SUT,DENIZ_URUNLERI,YUMURTA","30-dakika-alti,misafir-sofrasi",Karidesi çok iri bırakmayın; ekmek üstünde düzgün yayılmadığında her lokma dengesiz olur.,Üzerine dereotu ve limon kabuğu rendesi ekleyerek servis edin.
skagenrora,Skagenröra,"Skagenröra, karides, dereotu ve mayonezi kızarmış ekmek üzerinde sunan İsveç mezesidir.",APERATIF,se,Haşlanmış karides; Mayonez; Dereotu; Kızarmış ekmek,"DENIZ_URUNLERI,YUMURTA,GLUTEN",30-dakika-alti,Karidesi sosla karıştırmadan önce kurulayın; fazla su mayonezi inceltir.,Kızarmış ekmek ve limon dilimleriyle soğuk servis edin.
skordalia,Skordalia,Yunan sarımsaklı patates ezmesi zeytinyağı ve sirkeyle balık ya da sebzeye keskin bir eşlikçi olur.,SOS,gr,Patates; Sarımsak; Zeytinyağı; Sirke,,"vegan,vejetaryen",,
slata-mechouia,Tunisian Slata Mechouia,"Tunus köz salatası biber, domates ve sarımsağı közleyip zeytinyağıyla iri ezerek hazırlanır.",SALATA,ma,Kırmızı biber; Domates; Sarımsak; Zeytinyağı,,"vegan,vejetaryen",,Ekmek ve zeytinyağı ile meze olarak servis edin.
smetanali-mantar-corbasi,Smetanalı Mantar Çorbası,"Paprikalı mantar ve ekşi krema, bu çorbayı yumuşak ama düz olmayan sıcak bir kaseye dönüştürür.",CORBA,hu,Mantar; Soğan; Ekşi krema; Tatlı kırmızı toz biber,SUT,vejetaryen,Ekşi kremayı son anda ılıklaştırıp ekleyin; çorba kesilmez.,Üzerine dereotu serperek sıcak servis edin.
smorgastarta,Smörgåstårta,"İsveç sandviç pastası, ekmek katları, krem peynir ve somonla soğuk bir kutlama yemeğidir.",YEMEK,se,Tost ekmeği; Krem peynir; Füme somon; Salatalık,"GLUTEN,SUT,DENIZ_URUNLERI",misafir-sofrasi,Pastayı servis öncesi 2 saat soğutun; ekmek katları düzgün dilimlenir.,"Dereotu, salatalık ve limon dilimleriyle soğuk servis edin."
socca,Socca,"Nice sokaklarında dilimlenerek satılan socca, nohut unundan yapılan ince ve hafif çıtır bir tavalıktır.",ATISTIRMALIK,fr,Nohut unu; Su; Zeytinyağı; Karabiber,,"vegan,30-dakika-alti,vejetaryen",Döküm tavayı orta-yüksek ateşte 2 dakika ısıtırsanız kenarlar klasik socca gibi çıtır olur.,Üzerine karabiber çekip limon dilimiyle servis edin.
sogan-corbasi,Soğan Çorbası,"Karamelize soğan, et suyu ve kızarmış ekmekle hazırlanan Fransız usulü çorba.",CORBA,fr,Soğan; Tereyağı; Zeytinyağı; Un; Et suyu; Ekmek; Kaşar peyniri; Tuz,"GLUTEN,SUT","kis-tarifi,misafir-sofrasi",Soğanı kısık ateşte sabırla kavurun; rengi koyulaştıkça çorbanın tadı derinleşir.,Kaşarlı ekmek dilimiyle sıcak servis edin.
sogan-halkasi,Soğan Halkası,Baharatlı hamura bulanıp kızartılan çıtır soğan halkaları.,APERATIF,tr,Soğan; Un; Mısır nişastası; Yumurta; Süt; Galeta unu; Tuz; Toz kırmızı biber,"GLUTEN,SUT,YUMURTA","vejetaryen,30-dakika-alti,cocuk-dostu",Soğan halkalarını una buladıktan sonra hamura batırın; kaplama yüzeye daha iyi tutunur.,Yoğurtlu dip sos veya acı sosla servis edin.
sogan-kebabi,Soğan Kebabı,"Gaziantep soğan kebabı, iri arpacık soğanların arasına köfte yerleştirilerek pişen sulu ve tatlı-acı dengeli bir tepsi kebabıdır.",YEMEK,tr,Dana kıyma; Arpacık soğan; Nar ekşisi; Tuz; Maydanoz,,"misafir-sofrasi,yuksek-protein",Soğanların kök kısmını az kesin; katmanlar dağılmadan tepside durur.,Yanına maydanoz yaprakları koyarak sıcak servis edin.
soguk-cay,Soğuk Çay,Ev yapımı şeftalili veya limonlu ice tea. Doğal ve ferahlatıcı.,ICECEK,tr,Siyah çay; Su; Şeker; Limon suyu; Buz,,"30-dakika-alti,yaz-tarifi,alkolsuz,vejetaryen,vegan","Çayı soğutmadan şekeri ekleyin, daha iyi erir.",Bol buz ve limon dilimi ile.
solyanka,Solyanka,"Rus solyanka çorbası turşu, et ve limonla ekşi, tuzlu ve doyurucu bir kase verir.",CORBA,tr,Dana eti; Dana sucuk; Turşu salatalık; Limon,,kis-tarifi,,
som-tam,Som Tam,"Tayland'ın yeşil papaya salatası, lime, balık sosu ve yer fıstığıyla ekşi-acı çıtır bir denge kurar.",SALATA,th,Yeşil papaya; Yer fıstığı; Balık sosu; Lime suyu; Acı biber,"YER_FISTIGI,DENIZ_URUNLERI","30-dakika-alti,yaz-tarifi",Papayayı ince jülyen kesin; sos her parçayı kaplar.,Izgara tavuk yanında servis edin.
somloi-galuska,Somlói Galuska,"Macar pastanelerinin katmanlı tatlısı Somlói galuska, kek parçaları, krema ve çikolata sosunu bir araya getirir.",TATLI,hu,Kakaolu kek; Pastacı kreması; Çikolata sosu; Ceviz,"GLUTEN,SUT,KUSUYEMIS","misafir-sofrasi,vejetaryen",Kek parçalarını sosla tamamen ıslatmayın; tatlı kaşıkta farklı dokular vermeli.,Üzerine ekstra çikolata sos gezdirerek servis edin.
somonlu-sushi-roll,Somonlu Sushi Roll,"Tokyo dışına yayılan maki stilinde somon, pirinç ve noriyle sarılan ev tipi sushi roll.",APERATIF,jp,Sushi pirinci; Nori; Somon fileto; Salatalık; Soya sosu,"DENIZ_URUNLERI,SOYA",misafir-sofrasi,Pirinci tamamen soğutmadan noriye yaymayın; sıcak pirinç yosunu yumuşatır.,Soya sosu ve zencefil turşusuyla servis edin.
sopa-de-ajo,Sopa de Ajo,"Sarımsak, bayat ekmek ve paprika ile kurulan bu İspanyol çorbası, az malzemeyle sıcak ve derli toplu bir kâse verir.",CORBA,es,Bayat ekmek; Sarımsak; Tavuk suyu; Yumurta,"GLUTEN,YUMURTA","30-dakika-alti,tek-tencere",Sarımsağı yakmayın; çorbanın tüm dengesi acılaşabilir.,Üstüne poşe yumurta kırıp sıcak servis edin.
sopa-de-fideo,Sopa de Fideo,Meksika fideo çorbası ince eriştenin domatesli et suyunda kısa sürede piştiği ev kasesidir.,CORBA,mx,İnce erişte; Domates; Tavuk suyu; Soğan,GLUTEN,pratik,,Lime ve taze kişniş ile sıcak servis edin.
sopa-de-lima,Sopa de Lima,"Yucatan usulü lime çorbası tavuk suyu, lime ve çıtır tortilla ile ferah bir kase sunar.",CORBA,tr,Tavuk göğsü; Tavuk suyu; Lime suyu; Mısır tortilla,,yaz-tarifi,,
sosisli-milfoy-cubuklari,Sosisli Milföy Çubukları,Milföye sarılan küçük sosisler fırında çıtırlaşınca çocuk masalarından maç akşamlarına kadar her yere yakışır.,ATISTIRMALIK,tr,Milföy hamuru; Mini sosis; Yumurta sarısı; Susam,"GLUTEN,YUMURTA,SUSAM","cocuk-dostu,misafir-sofrasi",Milföyü fazla inceltmeyin; sosis çevresinde kabaran katlar lezzeti taşır.,Yanına hardal ve domates sos koyarak servis edin.
souvlaki,Souvlaki,"Atina sokaklarından limon, kekik ve zeytinyağıyla marine edilen ızgara et şişleri.",YEMEK,gr,Kuzu kuşbaşı; Zeytinyağı; Limon suyu; Kuru oregano; Tuz,,yuksek-protein,Etleri aynı boyda kesin; şiş üzerinde eşit sürede pişer.,Tzatziki ve domates dilimleriyle servis edin.
soya-sutu-cin-usulu,Soya Sütü Çin Usulü,"Ev yapımı Çin usulü soya sütü, kahvaltıda sıcak ya da soğuk içilen sade ve tok bir içecektir.",ICECEK,cn,Soya fasulyesi; Su,SOYA,"vegan,alkolsuz,vejetaryen",Soya fasulyesini en az 8 saat ıslatırsanız içecek daha pürüzsüz süzülür.,"İster sıcak, ister tamamen soğutup susamlı çörekle servis edin."
spaghetti-bolognese,Spaghetti Bolognese,Kıymalı domates sosu ve spaghetti makarnayla hazırlanan klasik İtalyan yemeği.,YEMEK,it,Spaghetti; Dana kıyma; Soğan; Havuç; Kereviz sapı; Domates püresi; Zeytinyağı; Parmesan peyniri,"GLUTEN,SUT,KEREVIZ","misafir-sofrasi,yuksek-protein",Sosu kısık ateşte en az 30 dakika pişirin; domatesin asidi yumuşar ve kıyma sosla bütünleşir.,Parmesan ve fesleğenle servis edin.
spaghetti-carbonara,Spaghetti Carbonara,"Roma'nın yumurta, pecorino ve dana pastırmasıyla hazırlanan sade ama teknik makarnası.",YEMEK,it,Spaghetti; Yumurta sarısı; Pecorino peyniri; Dana pastırması; Karabiber; Tuz,"GLUTEN,SUT,YUMURTA","30-dakika-alti,misafir-sofrasi",Yumurta sosunu ocak kapalıyken ekleyin; tavanın kalan ısısı sosu krema kıvamına getirir.,Üzerine taze çekilmiş karabiber serpin.
spanakopita,Spanakopita,"Yunan fırınlarından ıspanak, feta ve yufkanın çıtır katlarla birleştiği tuzlu börek.",YEMEK,gr,Yufka; Ispanak; Feta peyniri; Yumurta; Zeytinyağı,"GLUTEN,SUT,YUMURTA","firinda,vejetaryen",Yufka katlarını yağlayın; pişince yaprak yaprak ayrılır.,Ilık dilimleyip yoğurtla servis edin.
stifado,Stifado,"Yunan usulü stifado, arpacık soğan ve baharatla uzun pişen koyu bir dana yahnisidir.",YEMEK,gr,Dana eti; Arpacık soğan; Domates püresi; Tarçın çubuğu,,tek-tencere,,
su-boregi,Su Böreği,Haşlanmış yufkaların peynir ve maydanoz ile katlanarak yapıldığı geleneksel börek.,YEMEK,tr,Börek yufkası; Beyaz peynir; Maydanoz; Yumurta; Süt; Sıvı yağ; Tereyağı,"GLUTEN,SUT,YUMURTA","misafir-sofrasi,vejetaryen","Yufkaları kaynar suda çok fazla bekletmeyin, 10 saniye yeterli.",Çay ile birlikte sıcak servis edin.
sua-ngo,Sữa Ngô,"Vietnam mısır sütü sữa ngô, tatlı mısırın hafif kıvamlı ve yumuşak bir içeceğe dönüştüğü sade bir yaz bardağıdır.",ICECEK,vn,Tatlı mısır; Su; Şeker,,"alkolsuz,yaz-tarifi,vejetaryen,vegan",Mısırı süzdükten sonra posayı çok bastırmayın; içecek daha pürüzsüz kalır.,Ilık ya da tamamen soğuk servis edin.
sucuklu-menemen,Sucuklu Menemen,"Domates, biber, yumurta ve sucukla hazırlanan doyurucu kahvaltı klasiği.",KAHVALTI,tr,Sucuk; Yumurta; Domates; Yeşil biber; Tereyağı; Ekmek,"GLUTEN,SUT,YUMURTA","30-dakika-alti,butce-dostu",Domates suyunu çekmeden yumurtayı eklemeyin; menemen sulu kalır.,Taze ekmekle tavada servis edin.
sucuklu-yumurta,Sucuklu Yumurta,Türk kahvaltısının vazgeçilmezi. Kızgın tavada sucuk ve yumurta buluşması.,KAHVALTI,tr,Sucuk; Yumurta; Tuz; Karabiber,YUMURTA,"pratik,30-dakika-alti,yuksek-protein",Yumurtayı sucuğun yağı çıktıktan sonra kırın.,
sujeonggwa,Sujeonggwa,Kore bayram sofralarının tarçın ve zencefilli hurma içeceği; sıcak ya da soğuk servis edilir.,ICECEK,kr,Tarçın; Zencefil; Su; Esmer şeker; Hurma,,"vegan,alkolsuz,kis-tarifi,vejetaryen",Hurmaları kaynatma sonunda ekleyin; içecek bulanıklaşmaz.,Çam fıstığıyla servis edin.
sumak-serbeti,Sumak Şerbeti,Tane sumağın suda bekletilip limon ve şekerle ferah içeceğe dönüştüğü şerbet.,ICECEK,tr,Tane sumak; Su; Şeker; Limon suyu; Nane,,"vegan,alkolsuz,yaz-tarifi,vejetaryen",Sumağı kaynatmayın; soğuk demleme ekşi aromasını daha temiz verir.,Bol buzla servis edin.
sundubu-jjigae,Sundubu Jjigae,Kore ev sofralarında kaynar taş kasede gelen ipeksi tofu güveci; acı biber yağı ve yumurta ile tamamlanır.,CORBA,kr,Yumuşak tofu; Dana kıyma; Gochugaru; Soya sosu; Yumurta,"YUMURTA,SOYA","yuksek-protein,kis-tarifi",Tofuyu iri parçalar halinde bırakın; karıştırırken ezmeden çevirmek dokuyu korur.,Buharda pirinç pilavı ve kimchi ile servis edin.
suppli,Suppli,"Roma sokak tezgâhlarının çıtır pirinç topları, ortasındaki eriyen mozzarella ile kesildiğinde uzayan bir iç sunar.",ATISTIRMALIK,it,Pişmiş risotto pirinci; Mozzarella; Galeta unu; Yumurta; Ayçiçek yağı,"GLUTEN,SUT,YUMURTA","misafir-sofrasi,cocuk-dostu,vejetaryen",Pirinç harcını mutlaka soğutun; sıcak harç top yapılırken dağılır.,Yanına ılık domates sosu koyarak servis edin.
susamli-kraker,Susamlı Kraker,"İnce açılmış susamlı krakerler çay yanında hafif tuzlu, gevrek ve tekrar uzanılan bir tabak bırakır.",ATISTIRMALIK,tr,Un; Zeytinyağı; Susam; Su,"GLUTEN,SUSAM","misafir-sofrasi,30-dakika-alti,vejetaryen,vegan",Hamuru mümkün olduğunca ince açın; kalın kalırsa kraker yerine kurabiye dokusu verir.,Labneli dip ile birlikte servis edin.
susamli-tofu-nugget,Susamlı Tofu Nugget,Tofu küpleri susamlı kaplamayla fırında pişince hem hafif hem çıtır bir atıştırmalık ortaya çıkar.,ATISTIRMALIK,cn,Sert tofu; Soya sosu; Susam; Mısır nişastası,"SOYA,SUSAM","vegan,vejetaryen",Tofuyu önceden bastırıp suyunu azaltın; kaplama daha iyi tutunur.,Tatlı acı sos veya soya-lime dip ile servis edin.
sutlac,Sütlaç,Fırında kızartılmış karamelize yüzüyle klasik Türk sütlacı.,TATLI,tr,Süt; Pirinç; Şeker; Nişasta; Vanilya,"GLUTEN,SUT","vejetaryen,cocuk-dostu","Pirinci önceden haşlayıp süte ekleyin, daha pürüzsüz olur.","Soğuk servis edin, tarçın serpebilirsiniz."
sutlu-turk-kahvesi,Sütlü Türk Kahvesi,"Sütlü Türk kahvesi, cezvede pişen kahveye daha yumuşak ve kremamsı bir içim kazandıran klasik bir varyasyondur.",ICECEK,tr,Türk kahvesi; Süt; Şeker,SUT,"alkolsuz,kis-tarifi,vejetaryen","Sütü yüksek ateşte değil, yavaşça ısıtmak köpüğü daha dengeli tutar.",Küçük fincanlarda sıcak servis edin.
syrniki,Syrniki,"Rus lor pankekleri yumuşak peynirli hamurdan hazırlanır, tavada kızarınca kahvaltıya tatlı bir tabak olur.",KAHVALTI,ru,Lor peyniri; Yumurta; Un; Şeker,"SUT,YUMURTA,GLUTEN",vejetaryen,,
tabbouleh,Tabbouleh,"Lübnan sofralarında maydanozun başrolde olduğu, bulgur ve limonla ferahlayan ince salata.",SALATA,me,İnce bulgur; Maydanoz; Domates; Taze nane; Limon suyu,GLUTEN,"vegan,yaz-tarifi,30-dakika-alti,vejetaryen",Maydanozu keskin bıçakla ince kıyın; ezilirse salata sulu olur.,Marul yapraklarıyla servis edin.
tacos-al-pastor,Tacos al Pastor,"Mexico City taquerialarından ananaslı marine dana eti, mısır tortillasında canlı bir sokak klasiği.",YEMEK,tr,Dana eti; Mısır tortilla; Ananas; Acı biber püresi; Soğan,,misafir-sofrasi,Eti ince dilimleyin; marine kısa sürede yüzeye işler ve tavada hızlı kızarır.,"Kişniş, soğan ve lime ile servis edin."
