slug,title_tr,description_tr,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients_tr,ingredient_count,steps_tr,step_count,allergens,tags,tipNote_tr,servingSuggestion_tr,en_title_current,en_description_current,en_tipNote_current,en_servingSuggestion_current,en_ingredients_present,en_steps_present,de_title_current,de_description_current,de_tipNote_current,de_servingSuggestion_current,de_ingredients_present,de_steps_present
karadeniz-lahana-sarmasi,Lahana Sarması,"Karadeniz kara lahanası bulgurlu içle sarılır, tencerede ekşi ve doyurucu bir yemek olur.",YEMEK,tr,HARD,50,55,105,6,260,Kara lahana 2 demet | Bulgur 1.5 su bardağı | Soğan 2 adet | Domates salçası 1 yemek kaşığı,4,"1. Lahana yapraklarını 5 dakika haşlayıp süzün. || 2. Bulgur, soğan ve salçayla iç hazırlayın. || 3. Sarmaları tencereye dizip 50 dakika pişirin.",3,GLUTEN,"butce-dostu,vejetaryen,vegan",,,Lahana Sarması,"A Black Sea cabbage roll filled with bulgur and onion, simmered until tender and slightly tangy, then served as a hearty family pot.",,,0,0,Lahana Sarması,"Eine Kohlroulade vom Schwarzen Meer mit Bulgur und Zwiebel, weich gegart und leicht säuerlich, wie man sie als sättigendes Familiengericht serviert.",,,0,0
karadeniz-pidesi,Karadeniz Pidesi,"Taş fırın ruhunu taşıyan Karadeniz pidesi, tereyağı ve peynirle ortası açık pişer.",YEMEK,tr,MEDIUM,45,18,63,4,480,Un 500 gr | Maya 7 gr | Trabzon peyniri 350 gr | Tereyağı 60 gr | Yumurta 2 adet,5,"1. Un, maya ve suyla hamur yoğurup 35 dakika mayalandırın. || 2. Hamuru açıp peynir ve tereyağıyla doldurun. || 3. 230°C fırında 18 dakika pişirip yumurta ekleyin.",3,"GLUTEN,SUT,YUMURTA",vejetaryen,,,Karadeniz Pidesi,"A Black Sea pide with buttery local cheese and egg, baked open-faced until the crust blisters and the center stays molten.",,,0,0,Karadeniz Pidesi,"Eine Pide vom Schwarzen Meer mit regionalem Käse, Butter und Ei, offen gebacken, bis der Rand Blasen wirft und die Mitte schmelzend bleibt.",,,0,0
karadeniz-misir-ekmegi,Mısır Ekmeği,"Karadeniz mısır ekmeği yoğun dokulu, sıcak çorba ve yoğurtlu yemeklere güçlü bir eşlikçidir.",APERATIF,tr,EASY,15,35,50,8,210,Mısır unu 400 gr | Yoğurt 250 gr | Yumurta 1 adet | Sıvı yağ 80 ml,4,"1. Mısır unu, yoğurt, yumurta ve yağı karıştırın. || 2. Hamuru yağlanmış tepsiye yayın. || 3. 190°C fırında 35 dakika pişirin.",3,"SUT,YUMURTA","butce-dostu,vejetaryen",,,Mısır Ekmeği,"The dense Black Sea cornbread baked with yogurt and egg, sturdy enough for soup and especially good while still a little warm.",,,0,0,Mısır Ekmeği,Das dichte Schwarzmeer-Maisbrot wird mit Joghurt und Ei gebacken und passt besonders gut noch leicht warm zu Suppe und Joghurtgerichten.,,,0,0
pepecura,Pepeçura,"Rize'nin kokulu üzüm tatlısı pepeçura, nişastayla koyulaşan mor ve ferah bir pelte verir.",TATLI,tr,EASY,15,20,35,6,160,Kokulu üzüm suyu 1 litre | Mısır nişastası 5 yemek kaşığı | Şeker 100 gr | Pirinç unu 1 yemek kaşığı,4,"1. Üzüm suyu, şeker, nişasta ve pirinç ununu tencereye alın. || 2. Orta ateşte 15-20 dakika karıştırarak pişirin. || 3. Kaselere paylaştırıp soğutun.",3,,"vegan,yaz-tarifi,vejetaryen",,,Pepeçura,"A Rize grape dessert thickened with starch, turning fragrant dark grape juice into a glossy, cool spoon sweet.",,,0,0,Pepeçura,"Ein Desssert aus Rize, bei dem duftender dunkler Traubensaft mit Stärke zu einer glänzenden, kühlen Löffelsüßigkeit bindet.",,,0,0
beyran-corbasi,Beyran Çorbası,"Gaziantep sabahlarının beyranı, kuzu eti, pirinç ve sarımsaklı acı suyuyla güçlü bir çorbadır.",CORBA,tr,HARD,25,120,145,6,330,Kuzu gerdan 800 gr | Pirinç 1 su bardağı | Sarımsak 6 diş | Pul biber 2 tatlı kaşığı,4,"1. Kuzu gerdanı 2 saat haşlayıp didikleyin. || 2. Pirinci et suyunda 15 dakika pişirin. || 3. Et, sarımsak ve pul biberi ekleyip sıcak servis edin.",3,,yuksek-protein,,,Beyran Çorbası,"A Gaziantep morning favorite that serves lamb, rice, garlic, and chili in a fierce hot broth, bold, restorative, and never shy on heat.",,,0,0,Beyran Çorbası,"Ein Morgenklassiker aus Gaziantep, bei dem man Lamm, Reis, Knoblauch und Chili in einer sehr heißen Brühe serviert, kräftig, würzig und belebend.",,,0,0
firik-pilavi,Firik Pilavı,Antep firik pilavı isli buğday kokusunu bulgur ve et suyuyla birleştiren tok bir pilavdır.,YEMEK,tr,MEDIUM,20,35,55,5,310,Firik 1.5 su bardağı | Bulgur 0.5 su bardağı | Et suyu 3 su bardağı | Tereyağı 50 gr,4,1. Firik ve bulguru yıkayıp süzün. || 2. Tereyağında 5 dakika kavurun. || 3. Et suyunu ekleyip 30 dakika pişirin.,3,"GLUTEN,SUT",tek-tencere,,,Firik Pilaf,"An Antep-style pilaf that combines smoky firik wheat with bulgur, broth, and butter for a grain dish with deep roasted aroma.",,,0,0,Firik Pilaf,"Ein Pilaf nach Antep-Art, bei dem man rauchigen Firik-Weizen mit Bulgur, Brühe und Butter zu einem koernigen Gericht kocht.",,,0,0
mumbar-dolmasi,Mumbar Dolması,"Güneydoğu mumbar dolması, baharatlı pirinçli içle doldurulup ağır ateşte pişen geleneksel bir sakatat yemeğidir.",YEMEK,tr,HARD,70,90,160,6,430,Mumbar 1 kg | Pirinç 2 su bardağı | Kıyma 250 gr | Domates salçası 1 yemek kaşığı | Tuz 1 yemek kaşığı,5,"1. Mumbarı temizleyip tuzlu suda bekletin. || 2. Pirinç, kıyma ve salçayla iç hazırlayın. || 3. Mumbarı doldurup 90 dakika pişirin.",3,,misafir-sofrasi,,,Mumbar Dolması,"A southeastern Turkish offal dish of stuffed intestines filled with spiced rice and minced meat, cooked low and slow.",,,0,0,Mumbar Dolması,"Ein südostanatolisches Innereiengericht mit gefüllten Därmen, gefüllt mit gewürztem Reis und Hackfleisch und langsam gegart.",,,0,0
kaburga-dolmasi,Kaburga Dolması,"Mardin kaburga dolması, iç pilavla doldurulmuş kuzu kaburganın uzun pişirilmiş bayram yemeğidir.",YEMEK,tr,HARD,60,180,240,8,620,Kuzu kaburga 2 kg | Pirinç 2 su bardağı | Badem 100 gr | Kuş üzümü 60 gr,4,"1. Pirinç, badem ve kuş üzümüyle iç pilav hazırlayın. || 2. Pilavı kaburganın içine doldurup dikin. || 3. Kapalı tencerede 3 saat pişirin.",3,KUSUYEMIS,misafir-sofrasi,,,Kaburga Dolması,"A festive Mardin specialty where lamb ribs are stuffed with rice and almonds, then cooked long until sliceable, rich, and deeply aromatic.",,,0,0,Kaburga Dolması,"Eine Festtagsspezialität aus Mardin, bei der Lammrippen mit Reis und Mandeln gefüllt und lange gegart werden, bis sie saftig und aromatisch sind.",,,0,0
sini-koftesi,Sini Köftesi,"Hatay sini köftesi, ince bulgur hamuru ve kıymalı içle tepside bastırılıp fırında kızarır.",YEMEK,tr,HARD,55,35,90,8,400,İnce bulgur 500 gr | Dana kıyma 500 gr | Soğan 2 adet | Ceviz 120 gr,4,"1. Bulguru sıcak suyla 20 dakika dinlendirin. || 2. Kıyma, soğan ve cevizle iç harç hazırlayın. || 3. Bulgur hamurunu tepsiye içle birlikte bastırıp 35 dakika pişirin.",3,"GLUTEN,KUSUYEMIS",misafir-sofrasi,,,Sini Köftesi,"A Hatay tray köfte of fine bulgur dough wrapped around a walnut-studded meat filling, baked bronze, sliced, and served with herbs and lemon.",,,0,0,Sini Köftesi,"Eine Hatay-Spezialität aus feinem Bulgurteig mit Hackfleisch-Walnuss-Füllung, flach aufs Blech gedrückt, goldbraun gebacken und mit Zitrone serviert.",,,0,0
kibe-mumbar,Kibe Mumbar,"Diyarbakır usulü kibe mumbar, baharatlı içle doldurulan sakatatın ağır ateşte pişen özel yemeğidir.",YEMEK,tr,HARD,80,100,180,6,410,Kibe 800 gr | Mumbar 800 gr | Pirinç 2 su bardağı | Kıyma 300 gr | Tuz 1 yemek kaşığı,5,"1. Sakatatı temizleyip tuzlu suda bekletin. || 2. Pirinç, kıyma ve baharatla iç hazırlayın. || 3. Doldurulan parçaları 100 dakika pişirin.",3,,misafir-sofrasi,,,Kibe Mumbar,"A Diyarbakır specialty where cleaned offal is stuffed with a spiced rice and meat filling, then cooked low and slow until deeply savory.",,,0,0,Kibe Mumbar,"Eine Spezialität aus Diyarbakır, bei der man gereinigte Innereien mit gewürztem Reis und Fleisch füllt und langsam kräftig ausgart.",,,0,0
eksili-dolma,Ekşili Dolma,"Güneydoğu ekşili dolması, sumak suyu ve karışık sebzeyle tencereye canlı bir asit katar.",YEMEK,tr,HARD,55,60,115,6,300,Kuru patlıcan 20 adet | Kuru biber 20 adet | Pirinç 2 su bardağı | Sumak 3 yemek kaşığı,4,1. Kuru sebzeleri 10 dakika haşlayın. || 2. Pirinçli iç hazırlayıp sebzeleri doldurun. || 3. Sumak suyuyla 50 dakika pişirin.,3,,"misafir-sofrasi,vejetaryen,vegan",,,Ekşili Dolma,"A southeastern dolma that cooks dried vegetables stuffed with rice in sumac water for a bright, tart pot with deep regional flavor.",,,0,0,Ekşili Dolma,"Eine Dolma aus dem Suedosten der Tuerkei, bei der man getrocknetes Gemuese mit Reis fuellt und in Sumachwasser saeuerlich gart.",,,0,0
sevketibostan-yemegi,Şevketibostan Yemeği,"Ege'nin şevketibostanı zeytinyağı, limon ve kuzu etiyle hafif ekşi bir bahar yemeği verir.",YEMEK,tr,MEDIUM,30,45,75,4,240,Şevketibostan 700 gr | Kuzu kuşbaşı 300 gr | Zeytinyağı 60 ml | Limon suyu 3 yemek kaşığı,4,1. Kuzu etini zeytinyağında 10 dakika kavurun. || 2. Şevketibostanı ekleyip 30 dakika pişirin. || 3. Limon suyunu ekleyip 5 dakika daha pişirin.,3,,yaz-tarifi,,,Şevketibostan,"An Aegean spring dish of şevketibostan with lamb, olive oil, and lemon, gently tart and rooted in regional home cooking.",,,0,0,Şevketibostan,"Ein Frühlingsgericht aus der Ägäis mit Şevketibostan, Lamm, Olivenöl und Zitrone, mild säuerlich und tief regional.",,,0,0
radika-salatasi,Radika Salatası,"Ege radikası kısa haşlanır, zeytinyağı ve limonla sade bir ot salatasına dönüşür.",SALATA,tr,EASY,15,5,20,4,120,Radika 2 demet | Zeytinyağı 4 yemek kaşığı | Limon suyu 2 yemek kaşığı | Sarımsak 1 diş,4,"1. Radikayı yıkayıp 5 dakika haşlayın. || 2. Süzüp doğrayın. || 3. Zeytinyağı, limon ve sarımsakla harmanlayın.",3,,"vegan,30-dakika-alti,vejetaryen",,,Radika Salad,"An Aegean wild greens salad of briefly boiled radika with olive oil, lemon, and garlic, simple and pleasantly bitter.",,,0,0,Radika-Salat,"Ein Ägäis-Salat aus kurz gekochter Radika mit Olivenöl, Zitrone und Knoblauch, schlicht und angenehm herb im Geschmack.",,,0,0
turp-otu-kavurmasi,Turp Otu Kavurması,"Ege pazarlarının turp otu, soğan ve zeytinyağıyla kısa kavrulup limonla servis edilir.",YEMEK,tr,EASY,20,15,35,4,140,Turp otu 2 demet | Soğan 1 adet | Zeytinyağı 4 yemek kaşığı | Limon 1 adet,4,1. Turp otunu 5 dakika haşlayıp süzün. || 2. Soğanı zeytinyağında 6 dakika kavurun. || 3. Turp otunu ekleyip 8 dakika çevirin.,3,,"vegan,vejetaryen",,,Sauteed Radish Greens,"An Aegean side of radish greens quickly sauteed with onion and olive oil, then finished with lemon for a bitter-bright balance.",,,0,0,Gebratene Radieschengrün,"Eine Ägäis-Beilage aus kurz gebratenem Radieschengrün mit Zwiebel und Olivenöl, zum Schluss mit Zitrone aufgehellt.",,,0,0
lor-mantisi,Lor Mantısı,"Ege lor mantısı ince hamurun içine lorlu harç alır, yoğurt ve tereyağıyla hafif bir tabak olur.",YEMEK,tr,HARD,60,15,75,4,330,Un 400 gr | Yumurta 1 adet | Lor peyniri 250 gr | Yoğurt 300 gr,4,"1. Un, yumurta ve suyla mantı hamuru yoğurun. || 2. Hamuru açıp lorla doldurun. || 3. Mantıları 12-15 dakika haşlayıp yoğurtla servis edin.",3,"GLUTEN,SUT,YUMURTA",vejetaryen,,,Lor Mantısı,"An Aegean-style mantı filled with lor cheese, boiled until tender, then served with yogurt for a lighter but still comforting plate.",,,0,0,Lor Mantısı,"Ein Mantı nach Ägäis-Art mit Lor-Käse-Füllung, weich gekocht und mit Joghurt serviert für einen leichteren, aber vertrauten Teller.",,,0,0
kabak-cicegi-dolmasi,Kabak Çiçeği Dolması,"Ege yaz sofralarının kabak çiçekleri pirinçli içle doldurulur, zeytinyağında nazikçe pişer.",YEMEK,tr,HARD,45,25,70,6,220,Kabak çiçeği 24 adet | Pirinç 1 su bardağı | Soğan 2 adet | Zeytinyağı 80 ml,4,1. Kabak çiçeklerini yıkayıp iç kısımlarını temizleyin. || 2. Pirinçli iç hazırlayıp çiçekleri doldurun. || 3. Tencerede 25 dakika pişirin.,3,,"vegan,yaz-tarifi,vejetaryen",,,Kabak Çiçeği Dolması,"An Aegean summer dolma of zucchini blossoms stuffed with rice and onion, gently cooked in olive oil until fragrant and delicate.",,,0,0,Kabak Çiçeği Dolması,"Ein sommerlicher Dolma-Klassiker der Ägäis aus Zucchiniblüten mit Reis und Zwiebel, sanft in Olivenöl gegart, bis alles duftig und zart wird.",,,0,0
deniz-borulcesi-salatasi,Deniz Börülcesi Salatası,"Ayvalık sofralarının deniz börülcesi sarımsak, limon ve zeytinyağıyla tuzlu ferah bir salata olur.",SALATA,tr,EASY,20,8,28,4,110,Deniz börülcesi 500 gr | Sarımsak 2 diş | Zeytinyağı 4 yemek kaşığı | Limon suyu 2 yemek kaşığı,4,"1. Deniz börülcesini 8 dakika haşlayın. || 2. Kılçıklı saplarından ayırın. || 3. Sarımsak, zeytinyağı ve limonla harmanlayın.",3,,"vegan,30-dakika-alti,vejetaryen",,,Sea Beans Salad,"An Aegean meze that dresses sea beans with garlic, lemon, and olive oil, keeping the plate briny, crisp, and especially good with fish.",,,0,0,Salat aus Meeresspargel,"Ein Meze aus der Aegaeis, bei dem man Meeresspargel mit Knoblauch, Zitrone und Olivenoel anmacht und besonders gut zu Fisch serviert.",,,0,0
cirpilmis-zeytin-salatasi,Çırpılmış Zeytin Salatası,"Hatay usulü çırpılmış zeytin, ceviz, nar ekşisi ve zeytinyağıyla kahvaltıya güçlü bir salata katar.",SALATA,th,EASY,15,0,15,4,180,Yeşil zeytin 300 gr | Ceviz 80 gr | Nar ekşisi 2 yemek kaşığı | Zeytinyağı 3 yemek kaşığı,4,"1. Zeytinleri çekirdeklerinden ayırıp iri doğrayın. || 2. Cevizi bıçakla kıyın. || 3. Zeytin, ceviz, nar ekşisi ve zeytinyağını karıştırın.",3,KUSUYEMIS,"vegan,pratik,vejetaryen",,,Whipped Olive Salad,"A Hatay-style breakfast salad that chops green olives with walnuts, pomegranate molasses, and olive oil into a briny, punchy spread.",,,0,0,Aufgeschlagener Olivensalat,"Ein Frühstückssalat nach Hatay-Art, bei dem man grüne Oliven mit Walnuss, Granatapfelsirup und Olivenöl zu einer salzigen, kräftigen Mischung verarbeitet.",,,0,0
kayseri-mantisi-otantik,Kayseri Mantısı Otantik,"Kayseri mantısının küçük taneleri kıymalı içle kapanır, sarımsaklı yoğurt ve salçalı yağla servis edilir.",YEMEK,tr,HARD,90,15,105,6,520,Un 500 gr | Yumurta 1 adet | Dana kıyma 300 gr | Yoğurt 500 gr,4,"1. Un, yumurta ve suyla sert hamur yoğurun. || 2. Hamuru küçük karelere kesip kıymalı içle kapatın. || 3. Mantıları 12-15 dakika haşlayıp yoğurtla servis edin.",3,"GLUTEN,SUT,YUMURTA",misafir-sofrasi,,,Kayseri Mantısı,"Tiny Kayseri mantı parcels filled with minced meat, boiled and finished with yogurt for a distinctly central Anatolian plate that begs for chili butter.",,,0,0,Kayseri Mantısı,"Winzige Mantı aus Kayseri mit Hackfleischfüllung, gekocht und mit Joghurt serviert, ein klar anatolischer Teller, der eigentlich nach Chilibutter ruft.",,,0,0
tahinli-pide,Tahinli Pide,İç Anadolu tahinli pidesi ince hamurun üzerinde tahin ve şekerle fırında kokulu bir tatlı olur.,TATLI,tr,MEDIUM,45,18,63,6,390,Un 500 gr | Maya 7 gr | Tahin 200 gr | Şeker 120 gr,4,"1. Un, maya ve suyla hamur yoğurup 35 dakika mayalandırın. || 2. Hamuru açıp tahin ve şeker sürün. || 3. 220°C fırında 18 dakika pişirin.",3,"GLUTEN,SUSAM","vejetaryen,vegan",,,Tahinli Pide,"A sweet Anatolian pide where yeasted dough is spread with tahini and sugar, then baked until fragrant at the edges.",,,0,0,Tahinli Pide,"Eine süße Pide aus Anatolien, bei der Hefeteig mit Tahin und Zucker bestrichen und am Rand duftend ausgebacken wird.",,,0,0
batirik,Batırık,"Mersin ve Karaman çevresinin batırığı, ince bulgur, tahin ve domatesle serin bir köfte-salata arasıdır.",SALATA,tr,MEDIUM,35,0,35,6,230,İnce bulgur 2 su bardağı | Tahin 4 yemek kaşığı | Domates 3 adet | Maydanoz 1 demet,4,"1. Bulguru sıcak suyla 20 dakika dinlendirin. || 2. Tahin, domates ve baharatla yoğurun. || 3. Yeşillikleri ekleyip köfte biçiminde servis edin.",3,"GLUTEN,SUSAM","vegan,vejetaryen",,,Batırık,"A cool specialty from Mersin and Karaman that works somewhere between salad and bulgur bite, mixing tahini, tomato, and herbs into a tangy, spoonable bowl.",,,0,0,Batırık,"Eine kühle Spezialität aus Mersin und Karaman, bei der man Bulgur, Tahin, Tomate und Kräuter zu einer säuerlichen Schale zwischen Salat und Köfte verbindet.",,,0,0
madimak-yemegi,Madımak Yemeği,"Sivas madımağı bulgur ve soğanla pişer, bahar otlarının keskin tadını tencereye taşır.",YEMEK,tr,MEDIUM,30,35,65,4,170,Madımak 700 gr | Bulgur 0.5 su bardağı | Soğan 1 adet | Domates salçası 1 yemek kaşığı,4,"1. Soğanı zeytinyağında 5 dakika kavurun. || 2. Madımak, bulgur ve salçayı ekleyin. || 3. Üzerini geçecek suyla 30 dakika pişirin.",3,GLUTEN,"vegan,vejetaryen",,,Madımak Yemeği,"A Sivas herb stew that cooks madımak greens with bulgur and onion, bringing spring bitterness and earthy depth into the pot.",,,0,0,Madımak Yemeği,"Ein Kräutergericht aus Sivas, bei dem Madımak mit Bulgur und Zwiebel gekocht wird und frühlingshafte Herbe in den Topf bringt.",,,0,0
nohutlu-topalak,Nohutlu Topalak,"İç Anadolu topalak çorbası bulgur köfteleri, nohut ve salçalı suyla doyurucu bir tencere kurar.",CORBA,tr,MEDIUM,40,35,75,6,350,İnce bulgur 2 su bardağı | Nohut 1 su bardağı | Un 3 yemek kaşığı | Domates salçası 1 yemek kaşığı,4,1. Bulgur ve unla küçük köfteler hazırlayın. || 2. Salçalı suyu kaynatıp nohutları ekleyin. || 3. Köfteleri tencereye alıp 25 dakika pişirin.,3,GLUTEN,"butce-dostu,vejetaryen,vegan",,,Nohutlu Topalak,"A central Anatolian soup of tiny bulgur dumplings and chickpeas in tomato broth, cooked into a hearty, spoonable pot.",,,0,0,Nohutlu Topalak,"Eine Suppe aus Zentralanatolien mit kleinen Bulgurklößchen und Kichererbsen in Tomatenbrühe, sättigend und löffelweich gekocht.",,,0,0
arabasi-hamuru,Arabaşı Hamuru,"Yozgat arabaşı hamuru un ve suyla pişip soğutulur, acı tavuk çorbasının yanında kesilerek yenir.",YEMEK,tr,MEDIUM,15,20,35,6,130,Un 2 su bardağı | Su 6 su bardağı | Tuz 1 tatlı kaşığı,3,1. Unu soğuk suyla açıp tencereye alın. || 2. Sürekli karıştırarak 20 dakika pişirin. || 3. Tepsiye döküp soğuyunca kare kesin.,3,GLUTEN,"butce-dostu,vejetaryen,vegan",,,Arabaşı Hamuru,"The glossy starch dough served beside Arabaşı soup, cooked from flour and water, chilled in a tray, and cut into neat cubes for swallowing with the broth.",,,0,0,Arabaşı Hamuru,"Der glaenzende Teig zu Arabaşı, bei dem man Mehl und Wasser zu einer festen Masse kocht, abkuehlt und in Wuerfel fuer die scharfe Suppe schneidet.",,,0,0
pestil-kavurmasi,Pestil Kavurması,"Doğu Anadolu pestil kavurması tereyağı, ceviz ve dut pestilini sıcak kahvaltılık tatlıya çevirir.",KAHVALTI,tr,EASY,10,8,18,4,230,Dut pestili 250 gr | Tereyağı 50 gr | Ceviz 80 gr | Su 0.5 çay bardağı,4,1. Pestili küçük parçalara kesin. || 2. Tereyağı ve suyla tavaya alın. || 3. Ceviz ekleyip 8 dakika çevirin.,3,"SUT,KUSUYEMIS","pratik,vejetaryen",,,Pestil Kavurması,"An eastern Anatolian breakfast sweet of mulberry pestil warmed with butter, walnuts, and a splash of water until glossy.",,,0,0,Pestil Kavurması,"Eine süße Frühstückspfanne aus Ostanatolien mit Maulbeer-Pestil, erwärmt mit Butter, Walnüssen und etwas Wasser bis sie glänzt.",,,0,0
gendime-corbasi,Gendime Çorbası,"Doğu Anadolu gendime çorbası aşurelik buğday, yoğurt ve nane ile tok bir kış kasesi olur.",CORBA,tr,MEDIUM,20,70,90,6,210,Aşurelik buğday 1 su bardağı | Yoğurt 500 gr | Yumurta 1 adet | Nane 1 tatlı kaşığı,4,1. Buğdayı 60 dakika haşlayın. || 2. Yoğurt ve yumurtayı çırpıp çorbaya alıştırarak ekleyin. || 3. Nane ekleyip 10 dakika pişirin.,3,"GLUTEN,SUT,YUMURTA","kis-tarifi,vejetaryen",,,Gendime Soup,"An Eastern Anatolian winter soup that binds wheat, yogurt, egg, and mint into a thick, warming bowl.",,,0,0,Gendime-Suppe,"Eine ostanatolische Wintersuppe, bei der man Weizen, Joghurt, Ei und Minze zu einer dicken, waermenden Schale bindet.",,,0,0
ropa-vieja,Ropa Vieja,"Küba'nın didiklenmiş dana yemeği biber, domates ve kimyonla uzun pişip lif lif ayrılır.",YEMEK,cu,MEDIUM,25,120,145,6,360,Dana döş 900 gr | Kırmızı biber 2 adet | Domates püresi 400 ml | Kimyon 1 tatlı kaşığı,4,1. Dana etini 90 dakika haşlayıp didikleyin. || 2. Biber ve domates püresini 10 dakika pişirin. || 3. Eti sosa ekleyip 20 dakika pişirin.,3,,yuksek-protein,,,Ropa Vieja,"A Cuban shredded beef dish cooked with pepper, tomato, and cumin until the meat falls into savory strands.",,,0,0,Ropa Vieja,"Ein kubanisches Gericht aus gezupftem Rindfleisch, mit Paprika, Tomate und Kreuzkümmel gegart bis das Fleisch in würzige Fasern zerfällt.",,,0,0
medianoche,Medianoche,"Küba gece sandviçi tatlımsı ekmekte jambon, et, peynir ve turşuyla preslenir.",APERATIF,cu,EASY,15,8,23,4,510,Sandviç ekmeği 4 adet | Dana jambon 200 gr | Rosto et 250 gr | Kaşar peyniri 160 gr | Hardal 2 yemek kaşığı | Salatalık turşusu 4 dilim,6,"1. Ekmekleri hardalla ince kaplayın. || 2. Et, jambon, peynir ve turşuyu yerleştirin. || 3. Sandviçleri pres tavada 8 dakika pişirin.",3,"GLUTEN,SUT,HARDAL","pratik,30-dakika-alti",,,Medianoche,"A Cuban pressed sandwich on sweet soft bread with ham, roast meat, cheese, and pickles, hot and tightly layered.",,,0,0,Medianoche,"Ein kubanisches Presssandwich auf leicht süßem weichem Brot mit Schinken, Braten, Käse und Gurken, heiß und dicht geschichtet.",,,0,0
arroz-congri,Arroz Congri,"Küba siyah fasulyeli pilavı pirinç, fasulye suyu ve kimyonla tek tencerede pişer.",YEMEK,cu,EASY,20,30,50,5,290,Pirinç 2 su bardağı | Siyah fasulye 1 su bardağı | Soğan 1 adet | Kimyon 1 çay kaşığı,4,"1. Soğanı zeytinyağında 5 dakika kavurun. || 2. Pirinç, fasulye ve baharatı ekleyin. || 3. Fasulye suyuyla 25 dakika pişirin.",3,,"vegan,tek-tencere,vejetaryen",,,Arroz Congri,"A Cuban black bean rice that cooks grains in bean broth with onion and cumin, earthy, fragrant, and essential beside roast meat or fried plantain.",,,0,0,Arroz Congri,"Ein kubanischer Bohnenreis, bei dem man Reis in Bohnenbruehe mit Zwiebel und Kreuzkuemmel gart, erdig, duftig und gut zu Braten oder Kochbanane.",,,0,0
tostones,Tostones,Küba ve Karayip sofralarında yeşil plantain dilimleri iki kez kızarıp çıtır bir atıştırmalık olur.,ATISTIRMALIK,cu,EASY,10,12,22,4,210,Yeşil plantain 3 adet | Sıvı yağ 500 ml | Tuz 1 çay kaşığı | Limon 1 adet,4,1. Plantainleri kalın dilimleyin. || 2. Dilimleri 5 dakika kızartıp ezin. || 3. Ezilmiş dilimleri 5-7 dakika daha kızartın.,3,,"vegan,30-dakika-alti,vejetaryen",,,Tostones,"A Caribbean snack of green plantain fried twice until the rounds turn crisp outside, starchy inside, and ready for lime.",,,0,0,Tostones,"Ein karibischer Snack aus zweimal frittierten Kochbananen, außen knusprig, innen stärkehaltig weich und gut mit Limette.",,,0,0
borscht,Borscht,"Rus pancar çorbası, lahana ve et suyuyla parlak renkli, ekşi dokulu bir kış kasesi olur.",CORBA,ru,MEDIUM,25,60,85,6,170,Pancar 4 adet | Lahana 300 gr | Et suyu 1.5 litre | Ekşi krema 150 gr,4,1. Pancar ve lahanayı ince doğrayın. || 2. Et suyunda sebzeleri 55 dakika pişirin. || 3. Ekşi krema ile servis edin.,3,SUT,kis-tarifi,,,Borscht,"A beet-rooted Eastern European soup that turns cabbage and broth bright crimson, then finishes with sour cream for a cool, creamy contrast.",,,0,0,Borschtsch,"Eine osteuropäische Rote-Bete-Suppe, bei der man Kohl und Brühe tiefrot färbt und mit saurer Sahne für kühlen, cremigen Kontrast serviert.",,,0,0
pelmeni,Pelmeni,"Rus mantısı pelmeni, kıymalı içi ince hamurda saklar ve sıcak suda kısa sürede pişer.",YEMEK,ru,HARD,70,12,82,6,430,Un 500 gr | Yumurta 1 adet | Dana kıyma 400 gr | Ekşi krema 200 gr,4,"1. Un, yumurta ve suyla hamur yoğurun. || 2. Hamuru açıp kıymalı içle kapatın. || 3. Pelmenileri kaynar suda 10-12 dakika pişirin.",3,"GLUTEN,YUMURTA,SUT",misafir-sofrasi,,,Pelmeni,"Russian dumplings with a thin dough and meat filling, boiled until tender and often served with cool sour cream.",,,0,0,Pelmeni,"Russische Teigtaschen mit dünnem Teig und Fleischfüllung, weich gekocht und oft mit kaltem Sauerrahm serviert.",,,0,0
olivier-salatasi,Olivier Salatası,"Rus Olivier salatası patates, bezelye, havuç ve mayonezle soğuk sofraların doyurucu klasiğidir.",SALATA,ru,EASY,25,20,45,6,260,Patates 4 adet | Havuç 2 adet | Bezelye 1 su bardağı | Mayonez 5 yemek kaşığı,4,1. Patates ve havucu 20 dakika haşlayın. || 2. Sebzeleri küp doğrayın. || 3. Bezelye ve mayonezle karıştırıp soğutun.,3,YUMURTA,"misafir-sofrasi,vejetaryen",,,Olivier Salad,"A Russian cold salad of potato, carrot, peas, and mayonnaise, creamy and filling enough to anchor a holiday table.",,,0,0,Olivier-Salat,"Ein russischer kalter Salat aus Kartoffel, Karotte, Erbsen und Mayonnaise, cremig und sättigend genug für eine Festtafel.",,,0,0
