slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
kestaneli-irmik-kup-bursa-usulu,Kestaneli İrmik Kup,TATLI,tatlilar,tr,3,4,few-steps;short-step,İrmik 4 yemek kaşığı | Süt 2 su bardağı | Haşlanmış kestane 1 su bardağı | Şeker 3 yemek kaşığı,1. İrmikli tabanı 10 dakika pişirin. || 2. Kestaneyi doğrayın. || 3. Kup içinde paylaştırıp soğutun.
koruklu-marul-salatasi-tekirdag-usulu,Koruklu Marul Salatası,SALATA,salatalar,tr,3,4,few-steps;short-step,Marul 1 adet | Koruk suyu 2 yemek kaşığı | Taze soğan 2 adet | Zeytinyağı 1 yemek kaşığı,1. Marulu iri doğrayın. || 2. Sosu çırpın. || 3. Tüm malzemeyi birleştirip servis edin.
hindistancevizli-havuc-corbasi-vietnam-usulu,Hindistancevizli Havuç Çorbası,CORBA,corbalar,vn,3,4,few-steps;short-step,Havuç 4 adet | Hindistancevizi sütü 1.5 su bardağı | Zencefil 0.5 çay kaşığı | Su 3 su bardağı,1. Havucu 14 dakika pişirin. || 2. Kokos sütünü ekleyin. || 3. Çorbayı 4 dakika daha pişirin.
patatesli-taze-fasulye-tava-osmaniye-usulu,Patatesli Taze Fasulye Tava,YEMEK,sebze-yemekleri,tr,3,4,few-steps;short-step,Taze fasulye 500 gr | Patates 2 adet | Domates 2 adet | Zeytinyağı 2 yemek kaşığı,1. Sebzeleri doğrayın. || 2. Tencereye alın. || 3. 22 dakika pişirin.
muzlu-hindistancevizli-tapyoka-kup-vietnam-usulu,Muzlu Hindistancevizli Tapyoka Kup,TATLI,tatlilar,vn,3,4,few-steps;short-step,Tapyoka 0.5 su bardağı | Hindistancevizi sütü 2 su bardağı | Muz 2 adet | Bal 1 yemek kaşığı,1. Tapyokayı 10 dakika pişirin. || 2. Muzu ekleyin. || 3. Kup halinde soğutun.
kasarli-fasulyeli-kahvalti-kase-ingiltere-usulu,Kaşarlı Fasulyeli Kahvaltı Kase,KAHVALTI,kahvaltiliklar,gb,3,4,few-steps;short-step,Fasulye sosu 1.5 su bardağı | Yumurta 2 adet | Kaşar peyniri 80 gr | Ekmek 2 dilim,1. Fasulyeyi ısıtın. || 2. Yumurtayı pişirin. || 3. Kaşarla birleştirip servis edin.
mantarli-arpa-corbasi-rus-usulu,Mantarlı Arpa Çorbası,CORBA,corbalar,ru,3,4,few-steps;short-step,Arpa 0.75 su bardağı | Mantar 250 gr | Soğan 1 adet | Su 5 su bardağı,1. Soğanı ve mantarı çevirin. || 2. Arpa ve suyu ekleyin. || 3. Çorbayı 18 dakika pişirin.
salatalikli-naneli-pirinc-eristesi-salata-vietnam-usulu,Salatalıklı Naneli Pirinç Eriştesi Salata,SALATA,salatalar,vn,3,4,few-steps;short-step,Pirinç eriştesi 250 gr | Salatalık 1 adet | Nane 0.5 demet | Limon suyu 2 yemek kaşığı,1. Erişteyi 6 dakika haşlayın. || 2. Salatalığı doğrayın. || 3. Sosla karıştırıp servis edin.
mantarli-misir-ekmegi-dilimi-kastamonu-usulu,Mantarlı Mısır Ekmeği Dilimi,ATISTIRMALIK,hamur-isleri,tr,3,4,few-steps;short-step,Mısır ekmeği 4 dilim | Kültür mantarı 300 gr | Tereyağı 1 yemek kaşığı | Karabiber 0.5 çay kaşığı,1. Mantarları doğrayın. || 2. Tereyağında 5 dakika soteleyin. || 3. Mısır ekmeği üstünde servis edin.
mantarli-soganli-yumurta-tava-polonya-usulu,Mantarlı Soğanlı Yumurta Tava,KAHVALTI,kahvaltiliklar,pl,3,4,few-steps;short-step,Yumurta 3 adet | Mantar 200 gr | Soğan 1 adet | Tereyağı 1 tatlı kaşığı,1. Soğan ve mantarı çevirin. || 2. Yumurtayı ekleyin. || 3. Tavayı 4 dakika pişirin.
mantarli-tavuk-paprikash-tava-macar-usulu,Mantarlı Tavuk Paprikash Tava,YEMEK,tavuk-yemekleri,hu,3,4,few-steps;short-step,Tavuk göğsü 500 gr | Mantar 250 gr | Tatlı kırmızı biber 1 yemek kaşığı | Krema 0.5 su bardağı,1. Tavuğu 6 dakika soteleyin. || 2. Mantarı ekleyin. || 3. Krema ile 8 dakika pişirin.
elma-hardal-lahana-salata-ingiltere-usulu,Elma Hardal Lahana Salata,SALATA,salatalar,gb,3,4,few-steps;short-step,Beyaz lahana 3 su bardağı | Elma 1 adet | Hardal 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,1. Lahanayı ince doğrayın. || 2. Sosu hazırlayın. || 3. Elmayla karıştırıp servis edin.
limonlu-trifle-kup-ingiltere-usulu,Limonlu Trifle Kup,TATLI,tatlilar,gb,3,4,few-steps;short-step,Hazır kek 4 dilim | Krema 1 su bardağı | Limon kreması 0.75 su bardağı | Çilek 0.5 su bardağı,1. Keki kup tabanına pay edin. || 2. Krema ve limonu katlayın. || 3. Soğuk servis edin.
seffa-kuzey-afrika-usulu,Seffa,YEMEK,makarna-pilav,ma,3,4,few-steps;short-step,İnce erişte 300 gr | Tarçın 0.5 çay kaşığı | Badem 0.5 su bardağı | Tereyağı 20 gr,1. Erişteyi buharda pişirin. || 2. Tereyağı ve tarçınla karıştırın. || 3. Bademle tamamlayıp servis edin.
yesil-mercimekli-pancar-corbasi-bolu-usulu,Yeşil Mercimekli Pancar Çorbası,CORBA,corbalar,tr,3,4,few-steps;short-step,Yeşil mercimek 1 su bardağı | Pancar 2 adet | Soğan 1 adet | Su 5 su bardağı,1. Soğanı 3 dakika çevirin. || 2. Mercimek ve pancarı ekleyin. || 3. Çorbayı 18 dakika pişirin.
turplu-narli-tahinli-salata-hatay-usulu,Turplu Narlı Tahinli Salata,SALATA,salatalar,tr,3,4,few-steps;short-step,Turp 3 adet | Nar tanesi 1 su bardağı | Tahin 2 yemek kaşığı | Limon suyu 1 yemek kaşığı,1. Turpları ince dilimleyin. || 2. Sosu çırpın. || 3. Narla birleştirip servis edin.
maydanozlu-fasulye-piyazi-sinop-usulu,Maydanozlu Fasulye Piyazı,SALATA,salatalar,tr,3,4,few-steps;short-step,Haşlanmış kuru fasulye 2 su bardağı | Maydanoz 0.5 demet | Limon suyu 2 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,1. Fasulyeyi süzün. || 2. Maydanozu ince kıyın. || 3. Sosla karıştırıp servis edin.
meggyleves-soguk-macar-usulu,Meggyleves,CORBA,corbalar,hu,3,4,few-steps;short-step,Vişne 3 su bardağı | Krema 0.75 su bardağı | Şeker 0.5 su bardağı | Su 3 su bardağı | Tarçın 0.5 çay kaşığı,1. Vişneyi su ve şekerle 8 dakika pişirin. || 2. Kremayı ekleyip kısa ısıtın. || 3. Çorbayı soğutup servis edin.
gemista-yunan-usulu,Gemista,YEMEK,sebze-yemekleri,gr,3,4,few-steps;short-step,Domates 4 adet | Dolmalık biber 4 adet | Pirinç 1 su bardağı | Soğan 1 adet | Zeytinyağı 2 yemek kaşığı,1. Sebzelerin içini çıkarın. || 2. Pirinçli harcı hazırlayıp doldurun. || 3. Gemista'yı 190°C fırında 45 dakika pişirin.
kabak-cicekli-peynirli-omlet-izmir-usulu,Kabak Çiçekli Peynirli Omlet,KAHVALTI,kahvaltiliklar,tr,3,4,few-steps;short-step,Yumurta 3 adet | Kabak çiçeği 6 adet | Beyaz peynir 80 gr | Zeytinyağı 1 tatlı kaşığı,1. Yumurtayı çırpın. || 2. Çiçekleri tavaya alın. || 3. Omleti 6 dakika pişirin.
tereyagli-yesil-mercimekli-ic-pilav-osmaniye-usulu,Tereyağlı Yeşil Mercimekli İç Pilav,YEMEK,makarna-pilav,tr,3,4,few-steps;short-step,Pirinç 1.5 su bardağı | Haşlanmış yeşil mercimek 1 su bardağı | Tereyağı 1.5 yemek kaşığı | Su 2.5 su bardağı,1. Pirinci yıkayın. || 2. Tereyağında kısa süre çevirin. || 3. Mercimekle birlikte 14 dakika pişirin.
zeytinyagli-limonlu-arpa-sehriye-pilavi-aydin-usulu,Zeytinyağlı Limonlu Arpa Şehriye Pilavı,YEMEK,makarna-pilav,tr,3,4,few-steps;short-step,Arpa şehriye 2 su bardağı | Limon suyu 2 yemek kaşığı | Zeytinyağı 2 yemek kaşığı | Su 3 su bardağı,1. Şehriyeyi 3 dakika çevirin. || 2. Su ve limonu ekleyin. || 3. Pilavı 11 dakika pişirin.
narenciyeli-raki-fizz-alanya-usulu,Narenciyeli Rakı Fizz,KOKTEYL,kokteyller,tr,3,4,few-steps;short-step,Rakı 0.5 su bardağı | Portakal suyu 0.25 su bardağı | Limon suyu 2 yemek kaşığı | Soda 0.5 su bardağı,1. Bardağı buzla hazırlayın. || 2. Sıvıları ekleyin. || 3. Sodayla tamamlayıp servis edin.
sakizli-erikli-muhallebi-cesme-usulu,Sakızlı Erikli Muhallebi,TATLI,tatlilar,tr,3,4,few-steps;short-step,Süt 2 su bardağı | Erik 6 adet | Mısır nişastası 2 yemek kaşığı | Damla sakızı 1 çimdik,1. Muhallebiyi 8 dakika pişirin. || 2. Eriği doğrayın. || 3. Birleştirip soğutun.
mercimekli-sumakli-domates-corbasi-mardin-usulu,Mercimekli Sumaklı Domates Çorbası,CORBA,corbalar,tr,3,4,few-steps;short-step,Kırmızı mercimek 1 su bardağı | Domates rendesi 1.5 su bardağı | Sumak 1 tatlı kaşığı | Su 5 su bardağı,1. Mercimeği 14 dakika pişirin. || 2. Domatesi ekleyin. || 3. Sumağı katıp 4 dakika pişirin.
otlu-bademli-roka-salata-mugla-usulu,Otlu Bademli Roka Salata,SALATA,salatalar,tr,3,4,few-steps;short-step,Roka 1 demet | Dereotu 0.25 demet | Badem 0.5 su bardağı | Zeytinyağı 1 yemek kaşığı,1. Bademi 2 dakika çevirin. || 2. Otları doğrayın. || 3. Sosla karıştırıp servis edin.
yesil-mercimekli-eriste-corbasi-yozgat-usulu,Yeşil Mercimekli Erişte Çorbası,CORBA,corbalar,tr,3,4,few-steps;short-step,Erişte 1 su bardağı | Haşlanmış yeşil mercimek 1 su bardağı | Soğan 1 adet | Su 5 su bardağı,1. Soğanı 4 dakika çevirin. || 2. Su ve mercimeği ekleyin. || 3. Erişteyle birlikte 10 dakika pişirin.
