slug,title_tr,description_tr,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients_tr,ingredient_count,steps_tr,step_count,allergens,tags,tipNote_tr,servingSuggestion_tr,en_title_current,en_description_current,en_tipNote_current,en_servingSuggestion_current,en_ingredients_present,en_steps_present,de_title_current,de_description_current,de_tipNote_current,de_servingSuggestion_current,de_ingredients_present,de_steps_present
nohutlu-kuru-bamya-yahnisi-konya-usulu,Konya Nohutlu Kuru Bamya Yahnisi,"Konya nohutlu kuru bamya yahnisi, kuru bamyayı nohut ve limonla pişirerek ekşimsi, sulu ve uzun kaşıklanan bir tencere yemeği bırakır.",YEMEK,tr,MEDIUM,16,40,56,5,172,Kuru bamya 150 gr | Haşlanmış nohut 1.5 su bardağı | Kuru soğan 1 adet | Domates salçası 1 tatlı kaşığı | Limon 1 adet | Zeytinyağı 2 yemek kaşığı | Tuz 1 çay kaşığı,7,"1. Kuru bamyayı limonlu suda 10 dakika haşlayıp süzün. || 2. Soğanı yağ ve salçayla 3 dakika çevirin. || 3. Bamya, nohut, su ve tuzu katıp 30 dakika pişirin.",3,,"tek-tencere,butce-dostu,kis-tarifi,vegan",Kuru bamyayı limonlu suda haşlamak iyi sonuç verir.,Yanına pirinç pilavı koyarak sıcak servis edin.,Konya Dried Okra Stew with Chickpeas,"This Konya stew cooks dried okra with chickpeas and lemon into a tart, brothy, and filling pot dish.",,,0,0,Konya-Schmortopf mit getrockneter Okra und Kichererbsen,"Dieser Eintopf aus Konya kocht getrocknete Okra mit Kichererbsen und Zitrone zu einem säuerlichen, brühigen und sättigenden Topfgericht.",,,0,0
kelecos-van-usulu,Van Kelecoş,"Van Kelecoş, lavaşı mercimek ve sarımsaklı yoğurtla katlayarak ekşi, yumuşak ve doyurucu bir paylaşım yemeği kazandırır.",YEMEK,tr,EASY,14,22,36,4,248,Yeşil mercimek 1 su bardağı | Lavaş 3 adet | Yoğurt 1.5 su bardağı | Sarımsak 2 diş | Tereyağı 20 gr | Kuru nane 1 tatlı kaşığı | Tuz 0.75 çay kaşığı,7,"1. Mercimeği 20 dakika haşlayın. || 2. Yoğurdu sarımsak ve tuzla çırpın, lavaşı iri parçalayın. || 3. Lavaş, mercimek ve yoğurdu kat kat yerleştirip tereyağlı nane ile servis edin.",3,"GLUTEN,SUT","tek-tencere,misafir-sofrasi,vejetaryen",Lavaşı sonda eklemek alt katmanı korur.,Üzerine kuru nane serpip sıcak servis edin.,Van Kelecos,"Van Kelecos layers flatbread with lentils and garlicky yogurt into a tangy, soft, and deeply filling shared dish.",,,0,0,Van Kelecos,"Van Kelecos schichtet Fladenbrot mit Linsen und Knoblauchjoghurt zu einem säuerlichen, weichen und stark sättigenden Gericht zum Teilen.",,,0,0
kurutlu-pancar-borani-erzincan-usulu,Erzincan Kurutlu Pancar Boranisi,"Erzincan kurutlu pancar boranisi, pancarı kurut ve sarımsakla birleştirerek ekşi, pembe ve yoğun aromalı bir soğuk tabak sunar.",SALATA,tr,EASY,14,18,32,4,126,Pancar 3 adet | Kurut 100 gr | Sarımsak 2 diş | Zeytinyağı 1 yemek kaşığı | Tuz 0.25 çay kaşığı,5,1. Pancarı 18 dakika haşlayıp küp doğrayın. || 2. Kurutu sarımsak ve az suyla pürüzsüz yapın. || 3. Pancarı kurutla karıştırıp servis edin.,3,SUT,"vejetaryen,misafir-sofrasi,yaz-tarifi",Pancarı tam soğutup karıştırın.,Üzerine zeytinyağı gezdirerek soğuk servis edin.,Erzincan Beet Borani with Kurut,"This Erzincan borani combines beet with dried yogurt and garlic for a cool, tangy, and aromatic plateau plate.",,,0,0,Erzincan-Borani aus Bete und Kurut,"Diese Borani aus Erzincan verbindet Bete mit getrocknetem Joghurt und Knoblauch zu einem kühlen, säuerlichen und aromatischen Teller.",,,0,0
ayranli-kete-agri-usulu,Ağrı Ayranlı Kete,"Ağrı ayranlı kete, hamurunda ayran kullanarak hafif ekşimsi, katmanlı ve kırılarak yenen bir dağ çöreği bırakır.",KAHVALTI,tr,MEDIUM,24,28,52,6,228,Un 3 su bardağı | Ayran 1 su bardağı | Yumurta 1 adet | Tereyağı 40 gr | Tuz 0.75 çay kaşığı,5,"1. Un, ayran, yumurta ve tuzla hamur yoğurun. || 2. Hamuru açıp eritilmiş tereyağı sürerek rulo yapın. || 3. Keteyi 190°C fırında 28 dakika pişirin.",3,"GLUTEN,SUT,YUMURTA","firinda,cocuk-dostu,vejetaryen",Hamuru dinlendirmek açmayı kolaylaştırır.,Yanına taze çay koyarak ılık servis edin.,Agri Kete with Ayran Dough,This Agri kete uses ayran in the dough to bake a light tangy pastry with layered texture and brittle crust.,,,0,0,Agri-Kete mit Ayran-Teig,Diese Kete aus Agri verwendet Ayran im Teig und bäckt ein leicht säuerliches Gebäck mit Schichtung und splitternder Kruste.,,,0,0
kavutlu-muzlu-kup-igdir-usulu,Iğdır Kavutlu Muzlu Kup,"Iğdır kavutlu muzlu kup, kavutu muz ve sütle katlayarak serin, tahıllı ve hafif tatlı bir bardak tatlısı kurar.",TATLI,tr,EASY,10,5,15,4,174,Kavut 0.5 su bardağı | Süt 1.5 su bardağı | Muz 2 adet | Bal 1 yemek kaşığı | Tarçın 0.5 çay kaşığı,5,1. Kavutu kuru tavada 2 dakika çevirin. || 2. Süt ve balı ekleyip kısa süre koyulaştırın. || 3. Muz dilimleriyle kaselere paylaştırıp servis edin.,3,"GLUTEN,SUT","30-dakika-alti,cocuk-dostu,vejetaryen",Kavutu kısa kavurmak aromayı açar.,Üzerine tarçın serpip soğuk servis edin.,Igdir Kavut Banana Cups,These Igdir cups fold roasted kavut flour with banana and milk into a chilled dessert with grainy depth.,,,0,0,Igdir-Kavut-Bananen-Becher,Diese Becher aus Igdir verbinden geröstetes Kavut-Mehl mit Banane und Milch zu einem gekühlten Dessert mit Korn-Tiefe.,,,0,0
yumurtali-kenger-kavurmasi-elazig-usulu,Elazığ Yumurtalı Kenger Kavurması,"Elazığ yumurtalı kenger kavurması, kenger otunu yumurtayla tavada toparlayarak otsu, tok ve hafif yabani bir kahvaltı tabağı verir.",KAHVALTI,tr,EASY,14,12,26,3,202,Kenger otu 250 gr | Yumurta 3 adet | Zeytinyağı 1 yemek kaşığı | Tuz 0.5 çay kaşığı | Tandır ekmeği 3 dilim,5,1. Kengeri ayıklayıp doğrayın. || 2. Yağda kengeri 5 dakika çevirip tuz ekleyin. || 3. Yumurtaları kırıp 4 dakika daha pişirin.,3,"YUMURTA,GLUTEN","30-dakika-alti,yuksek-protein,vejetaryen",Kengeri kısa pişirmek lifli yapıyı korur.,Yanına tandır ekmeği koyarak sıcak servis edin.,Elazig Eggs with Kenger Greens,"This Elazig skillet gathers wild kenger greens with eggs into an herbal, filling breakfast.",,,0,0,Elazig-Eier mit Kenger,"Diese Pfanne aus Elazig verbindet wilde Kenger-Kräuter mit Ei zu einem kräutrigen, sättigenden Frühstück.",,,0,0
papara-edirne-usulu,Edirne Papara,"Edirne papara, bayat ekmeği tereyağı, et suyu ve yumurtayla buluşturarak yumuşak, doyurucu ve sade bir kahvaltı tabağı kurar.",KAHVALTI,tr,EASY,10,12,22,4,214,Bayat ekmek 4 dilim | Et suyu 1.5 su bardağı | Yumurta 3 adet | Tereyağı 25 gr | Karabiber 0.25 çay kaşığı,5,1. Ekmeği iri parçalara ayırın. || 2. Et suyunu ısıtıp ekmekleri kısa süre yumuşatın. || 3. Tereyağı ve yumurtaları ekleyip 4 dakika pişirin.,3,"GLUTEN,SUT,YUMURTA","butce-dostu,30-dakika-alti",Ekmeği son anda eklemek hamurlaşmayı azaltır.,Üzerine karabiber serpip sıcak servis edin.,Edirne Papara,"Edirne Papara combines stale bread with butter, broth, and eggs into a soft, plain, and filling breakfast plate.",,,0,0,Edirne Papara,"Edirne Papara verbindet altbackenes Brot mit Butter, Brühe und Ei zu einem weichen, schlichten und sättigenden Frühstücksteller.",,,0,0
mihalic-peynirli-patates-tava-bursa-usulu,Bursa Mihaliç Peynirli Patates Tava,"Bursa Mihaliç peynirli patates tava, kızarmış patatesi Mihaliç peyniriyle buluşturarak tuzlu, çıtır ve uzayan dokulu bir ara tabak verir.",APERATIF,tr,EASY,12,16,28,4,244,Patates 4 adet | Mihaliç peyniri 120 gr | Zeytinyağı 3 yemek kaşığı | Kekik 0.5 çay kaşığı | Tuz 0.5 çay kaşığı,5,1. Patatesleri küp doğrayın. || 2. Patatesleri tavada 12 dakika kızartın. || 3. Peyniri ve kekiği ekleyip 2 dakika daha çevirin.,3,SUT,"30-dakika-alti,cocuk-dostu,vejetaryen",Peyniri son bölümde eklemek eriyip yağ salmasını önler.,Üzerine kekik serpip sıcak servis edin.,Bursa Potatoes with Mihalic Cheese,"This Bursa plate pairs crisp potatoes with Mihalic cheese for a salty, crunchy snack with melting edges.",,,0,0,Bursa-Kartoffeln mit Mihalic-Käse,"Dieser Teller aus Bursa verbindet knusprige Kartoffeln mit Mihalic-Käse zu einem salzigen, krachenden Snack mit schmelzendem Rand.",,,0,0
erikli-yaprak-sarma-yalova-usulu,Yalova Erikli Yaprak Sarma,"Yalova erikli yaprak sarma, pirinçli iç harca erik ekleyerek hafif ekşi, sulu ve yazlık bir zeytinyağlı sarma çıkarır.",YEMEK,tr,MEDIUM,24,35,59,5,182,Asma yaprağı 20 adet | Pirinç 0.75 su bardağı | Erik 4 adet | Kuru soğan 1 adet | Zeytinyağı 2 yemek kaşığı | Tuz 0.75 çay kaşığı,6,"1. Yaprakları kısa haşlayıp süzün. || 2. Pirinç, erik, soğan, yağ ve tuzla iç harcı hazırlayın. || 3. Sarmaları 35 dakika pişirip soğutun.",3,,"misafir-sofrasi,yaz-tarifi,vegan",Erikleri çok küçük doğramak içte eşit dağılır.,Soğuk servis edin.,Yalova Vine Leaves Stuffed with Plums,"This Yalova sarma adds plum to its rice filling for an olive oil roll that tastes tart, juicy, and made for summer tables.",,,0,0,Yalova-Weinblätter mit Pflaumenfüllung,"Diese Sarma aus Yalova gibt der Reisfüllung Pflaume und schafft so eine Olivenöl-Rolle, die säuerlich, saftig und für Sommertische gemacht ist.",,,0,0
hardaliyeli-kabak-salatasi-tekirdag-usulu,Tekirdağ Hardaliyeli Kabak Salatası,"Tekirdağ hardaliyeli kabak salatası, haşlanmış kabağı hardaliye ile buluşturarak serin, hafif keskin ve taze bir Trakya salatası sunar.",SALATA,tr,EASY,12,8,20,4,96,Kabak 3 adet | Hardaliye 0.5 su bardağı | Zeytinyağı 1 yemek kaşığı | Dereotu 0.25 demet | Tuz 0.5 çay kaşığı,5,"1. Kabağı iri parçalar halinde doğrayın. || 2. Kabağı 6 dakika haşlayıp soğutun. || 3. Hardaliye, yağ, dereotu ve tuzla karıştırın.",3,HARDAL,"yaz-tarifi,30-dakika-alti,vegan",Kabağı diri haşlamak salatayı sulu yapmaz.,Soğuk servis edin.,Tekirdag Zucchini Salad with Hardaliye,This Tekirdag salad pairs boiled zucchini with hardaliye for a cool Trakya plate with gentle sharpness.,,,0,0,Tekirdag-Zucchinisalat mit Hardaliye,Dieser Salat aus Tekirdag verbindet gekochte Zucchini mit Hardaliye zu einem kühlen Trakya-Teller mit feiner Schärfe.,,,0,0
domatesli-cokelek-durumu-bilecik-usulu,Bilecik Domatesli Çökelek Dürümü,"Bilecik domatesli çökelek dürümü, çökeleği domates ve yeşillikle sararak hafif, tuzlu ve hızlı bir köy kahvaltısı lokması çıkarır.",KAHVALTI,tr,EASY,10,4,14,4,168,Lavaş 4 adet | Çökelek 200 gr | Domates 2 adet | Maydanoz 0.25 demet | Zeytinyağı 1 yemek kaşığı,5,"1. Domatesi küçük doğrayıp maydanozu ince kıyın. || 2. Çökeleği domates, maydanoz ve yağla karıştırın. || 3. Harci lavaşa sarıp tavada 4 dakika ısıtın.",3,"GLUTEN,SUT","30-dakika-alti,cocuk-dostu,vejetaryen",Domatesin suyunu hafifçe almak dürümü toparlar.,Ilık servis edin.,Bilecik Wrap with Curd Cheese and Tomato,"This Bilecik wrap rolls curd cheese with tomato and greens into a light, salty village breakfast bite.",,,0,0,Bilecik-Dürüm mit Çökelek und Tomate,"Dieser Dürüm aus Bilecik rollt Çökelek mit Tomate und Kräutern zu einem leichten, salzigen Dorffrühstücksbissen.",,,0,0
kekikli-taze-badem-salatasi-antalya-usulu,Antalya Kekikli Taze Badem Salatası,"Antalya kekikli taze badem salatası, körpe bademi kekik ve limonla buluşturarak diri, narenciye kokulu ve çıtır bir yaz salatası bırakır.",SALATA,tr,EASY,12,0,12,4,122,Taze badem 1 su bardağı | Taze kekik 1 yemek kaşığı | Limon suyu 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı | Tuz 0.25 çay kaşığı,5,"1. Taze bademleri ince dilimleyin. || 2. Kekik, limon suyu, zeytinyağı ve tuzu çırpın. || 3. Bademleri sosla buluşturup servis edin.",3,KUSUYEMIS,"yaz-tarifi,30-dakika-alti,vegan",Bademleri ince dilimlemek salatayı dengeler.,Soğuk servis edin.,Antalya Fresh Almond Salad with Thyme,This Antalya salad pairs tender fresh almonds with thyme and lemon for a crisp summer plate with citrus aroma.,,,0,0,Antalya-Salat mit frischen Mandeln und Thymian,Dieser Salat aus Antalya verbindet frische Mandeln mit Thymian und Zitrone zu einem knusprigen Sommerteller mit Zitrusduft.,,,0,0
susamli-kabak-cicegi-tava-adana-usulu,Adana Susamlı Kabak Çiçeği Tava,"Adana susamlı kabak çiçeği tava, çiçekleri susamlı ince hamurla kızartarak çıtır, hafif kavruk ve yazlık bir tabak çıkarır.",APERATIF,tr,EASY,16,10,26,4,192,Kabak çiçeği 12 adet | Un 0.75 su bardağı | Yumurta 1 adet | Susam 2 yemek kaşığı | Su 0.5 su bardağı | Sıvı yağ 0.5 su bardağı | Tuz 0.5 çay kaşığı,7,"1. Kabak çiçeklerini temizleyin. || 2. Un, yumurta, su ve tuzla hamur yapıp çiçekleri bulayın. || 3. Üzerine susam serpip toplam 6 dakika kızartın.",3,"GLUTEN,YUMURTA,SUSAM","30-dakika-alti,vejetaryen,yaz-tarifi",Susamı hamura değil yüzeye serpmek çıtırtıyı artırır.,Sıcak servis edin.,Adana Sesame Zucchini Blossom Fry,This Adana fry coats zucchini blossoms in a thin sesame batter for a crisp summer plate with roasted notes.,,,0,0,Adana-Zucchiniblüten mit Sesam,Diese Adana-Pfanne hüllt Zucchiniblüten in einen dünnen Sesamteig zu einem knusprigen Sommerteller mit Röstaroma.,,,0,0
limonlu-zeytinli-bulgur-kisiri-mersin-usulu,Mersin Limonlu Zeytinli Bulgur Kısırı,"Mersin limonlu zeytinli bulgur kısırı, ince bulguru zeytin ve limonla buluşturarak parlak, diri ve yazlık bir kısır yorumu sunar.",SALATA,tr,EASY,15,0,15,4,184,İnce bulgur 1 su bardağı | Yeşil zeytin 0.5 su bardağı | Limon suyu 2 yemek kaşığı | Domates salçası 1 tatlı kaşığı | Zeytinyağı 2 yemek kaşığı | Maydanoz 0.25 demet,6,"1. Bulguru sıcak suyla 10 dakika kabartın. || 2. Salça, limon suyu ve yağı karıştırın. || 3. Zeytin ve maydanozla birlikte bulgura ekleyip karıştırın.",3,GLUTEN,"yaz-tarifi,vegan,30-dakika-alti",Bulguru tamamen kabartmak tane dokuyu korur.,Soğuk servis edin.,Mersin Bulgur Kisir with Lemon and Olives,"This Mersin kisir brings fine bulgur together with olives and lemon for a bright, lively, summer salad.",,,0,0,Mersin-Kisir mit Zitrone und Oliven,"Dieser Kisir aus Mersin verbindet feinen Bulgur mit Oliven und Zitrone zu einem hellen, lebendigen Sommersalat.",,,0,0
firin-lorlu-patlican-antalya-usulu,Antalya Fırın Lorlu Patlıcan,"Antalya fırın lorlu patlıcan, köz tadı alan patlıcanı lorla doldurarak hafif, kremamsı ve Akdeniz kokulu bir yaz yemeği yapar.",YEMEK,tr,EASY,16,28,44,4,168,Patlıcan 4 adet | Lor peyniri 200 gr | Domates 2 adet | Zeytinyağı 2 yemek kaşığı | Kekik 0.5 çay kaşığı | Tuz 0.5 çay kaşığı,6,"1. Patlıcanları ortadan yarıp çizikler atın. || 2. Lor, domates, kekik ve tuzu karıştırın. || 3. Patlıcanları doldurup 190°C fırında 28 dakika pişirin.",3,SUT,"firinda,vejetaryen,yaz-tarifi",Lor harcını sulu bırakmamak patlıcanın içinde daha iyi durur.,Ilık servis edin.,Antalya Baked Eggplant with Curd Cheese,This Antalya bake fills eggplant with curd cheese for a light summer dish with creamy body and Mediterranean aroma.,,,0,0,Antalya-Aubergine aus dem Ofen mit Lor,Dieser Auflauf aus Antalya füllt Aubergine mit Lor-Käse zu einem leichten Sommergericht mit cremiger Struktur und Mittelmeerduft.,,,0,0
reyhanli-tavuklu-yogurt-corbasi-osmaniye-usulu,Osmaniye Reyhanlı Tavuklu Yoğurt Çorbası,"Osmaniye reyhanlı tavuklu yoğurt çorbası, didik tavuk ve yoğurdu reyhanla birleştirerek ferah, yumuşak ve proteinli bir kase çıkarır.",CORBA,tr,EASY,14,20,34,4,176,Haşlanmış tavuk 250 gr | Yoğurt 1.5 su bardağı | Reyhan 0.25 demet | Un 1 yemek kaşığı | Su 4 su bardağı | Tuz 0.75 çay kaşığı,6,"1. Yoğurt ve unu çırpın. || 2. Su ve tavukla tencereyi ısıtın, yoğurdu yavaş ekleyin. || 3. Tuz ve kıyılmış reyhanı ekleyip 8 dakika pişirin.",3,SUT,"yuksek-protein,kis-tarifi,tek-tencere",Yoğurdu çorbaya yavaş eklemek kesilmeyi önler.,Sıcak servis edin.,Osmaniye Yogurt Soup with Chicken and Basil,"This Osmaniye soup joins shredded chicken and yogurt with basil for a fresh, soft, and protein-rich bowl.",,,0,0,Osmaniye-Joghurtsuppe mit Huhn und Basilikum,"Diese Suppe aus Osmaniye verbindet gezupftes Huhn und Joghurt mit Basilikum zu einer frischen, weichen und proteinreichen Schale.",,,0,0
fish-and-chips-ingiliz-usulu,İngiliz Fish and Chips,"İngiliz fish and chips, morina ve patatesi çıtır hamurla kızartarak pub sofralarına gevrek, tuzlu ve sıcak bir klasik bırakır.",YEMEK,gb,MEDIUM,18,18,36,4,412,Morina fileto 600 gr | Patates 4 adet | Un 1 su bardağı | Maden suyu 1 su bardağı | Sıvı yağ 2 su bardağı | Tuz 1 çay kaşığı,6,"1. Balığı kurulayın, patatesleri kalın çubuk doğrayın. || 2. Un, maden suyu ve tuzla hamur hazırlayın. || 3. Patates ve balığı kızgın yağda toplam 14 dakika kızartın.",3,"GLUTEN,DENIZ_URUNLERI",misafir-sofrasi,Balığı yağdan önce iyi kurulamak hamurun tutmasını sağlar.,Yanına malt sirkesi koyarak sıcak servis edin.,Fish and Chips,"Fish and Chips fries cod and potatoes in a crisp batter, leaving the pub table a hot classic with crunch and salt.",,,0,0,Fish and Chips,Fish and Chips frittiert Kabeljau und Kartoffeln in knusprigem Teig und bringt dem Pub-Tisch einen heißen Klassiker mit Salz und Biss.,,,0,0
shepherds-pie-ingiliz-usulu,İngiliz Shepherd's Pie,"İngiliz shepherd's pie, kıymalı harcı patates püresi altında fırınlayarak yumuşak, sıcak ve doyurucu bir ev yemeği çıkarır.",YEMEK,gb,MEDIUM,22,35,57,6,338,Kuzu kıyma 500 gr | Patates 5 adet | Süt 0.5 su bardağı | Tereyağı 30 gr | Kuru soğan 1 adet | Tuz 1 çay kaşığı,6,1. Patatesleri haşlayıp süt ve tereyağıyla ezin. || 2. Kıymayı soğanla kavurup fırın kabına yayın. || 3. Püreyi üstüne sürüp 25 dakika pişirin.,3,SUT,"misafir-sofrasi,firinda",Püreyi ince çatalla çizmek üstte daha iyi renk alır.,Sıcak servis edin.,Shepherd's Pie,"Shepherd's Pie bakes minced meat under mashed potatoes into a soft, hot, and deeply filling home classic.",,,0,0,Shepherd's Pie,"Shepherd's Pie bäckt Hackfleisch unter Kartoffelpüree zu einem weichen, heißen und stark sättigenden Hausklassiker.",,,0,0
coronation-chicken-ingiliz-usulu,İngiliz Coronation Chicken,"İngiliz coronation chicken, haşlanmış tavuğu köri ve yoğurtlu sosla buluşturarak serin, baharlı ve kremamsı bir salata yapar.",SALATA,gb,EASY,15,12,27,4,226,Haşlanmış tavuk 300 gr | Yoğurt 1 su bardağı | Köri 1 tatlı kaşığı | Badem 0.25 su bardağı | Limon suyu 1 tatlı kaşığı,5,"1. Tavuğu didikleyin. || 2. Yoğurt, köri ve limon suyunu çırpın. || 3. Tavuk ve bademle karıştırıp soğuk servis edin.",3,"SUT,KUSUYEMIS","yuksek-protein,yaz-tarifi",Tavuğu soğutup karıştırmak salatanın sulu kalmasını önler.,Soğuk servis edin.,Coronation Chicken,Coronation Chicken mixes poached chicken with curried yogurt dressing into a cool salad with spice and cream.,,,0,0,Coronation Chicken,Coronation Chicken verbindet pochiertes Huhn mit Curry-Joghurt-Dressing zu einem kühlen Salat mit Würze und Cremigkeit.,,,0,0
lancashire-hotpot-ingiliz-usulu,Lancashire Hotpot,"Lancashire hotpot, et ve soğanı patates dilimleri altında pişirerek yumuşak, buharlı ve uzun süre tok tutan bir tencere yemeği çıkarır.",YEMEK,gb,MEDIUM,20,50,70,5,324,Kuzu kuşbaşı 500 gr | Patates 5 adet | Kuru soğan 2 adet | Et suyu 1.5 su bardağı | Tuz 1 çay kaşığı,5,1. Et ve soğanı fırın kabına yerleştirin. || 2. Patates dilimlerini üstüne dizip et suyunu ekleyin. || 3. 190°C fırında 50 dakika pişirin.,3,,"tek-tencere,kis-tarifi",Patatesleri ince dilimlemek üst katmanın eşit pişmesini sağlar.,Sıcak servis edin.,Lancashire Hotpot,"Lancashire Hotpot cooks meat and onion under sliced potatoes into a steamy, soft, and sustaining pot dish.",,,0,0,Lancashire Hotpot,"Lancashire Hotpot gart Fleisch und Zwiebel unter Kartoffelscheiben zu einem dampfigen, weichen und lang sättigenden Topfgericht.",,,0,0
scotch-egg-ingiliz-usulu,İngiliz Scotch Egg,"İngiliz scotch egg, haşlanmış yumurtayı kıyma ve galeta ile kaplayarak dışı gevrek, içi yumuşak bir atıştırmalık yapar.",ATISTIRMALIK,gb,MEDIUM,20,10,30,4,258,Yumurta 4 adet | Dana kıyma 300 gr | Galeta unu 1 su bardağı | Tuz 0.75 çay kaşığı | Sıvı yağ 1.5 su bardağı,5,1. Yumurtaları 6 dakika haşlayıp soyun. || 2. Yumurtaları kıyma ile kaplayıp galeta ununa bulayın. || 3. Kızgın yağda toplam 6 dakika kızartın.,3,"GLUTEN,YUMURTA",misafir-sofrasi,Yumurtaları tam katılaştırmadan soğutmak içte daha iyi sonuç verir.,Ilık servis edin.,Scotch Egg,Scotch Egg wraps boiled egg in meat and crumbs for a snack with crisp outside and tender center.,,,0,0,Scotch Egg,Scotch Egg umhüllt gekochtes Ei mit Fleisch und Bröseln zu einem Snack mit knuspriger Hülle und zarter Mitte.,,,0,0
pimms-cup-ingiliz-usulu,Pimm's Cup,"Pimm's Cup, likörü salatalık ve limonatayla buluşturarak ferah, bitkisel ve uzun içimli bir İngiliz yaz kokteyli çıkarır.",KOKTEYL,gb,EASY,5,0,5,1,168,Pimm's likörü 50 ml | Limonata 120 ml | Salatalık 4 dilim | Buz 1 su bardağı,4,1. Bardağı buzla doldurun. || 2. Pimm's ve limonatayı ekleyin. || 3. Salatalık dilimleriyle karıştırıp servis edin.,3,,"alkollu,yaz-tarifi,30-dakika-alti",Bol buz içeceğin dengesini açar.,Çok soğuk servis edin.,Pimm's Cup,"Pimm's Cup mixes the liqueur with cucumber and lemonade into a long, herbal, and cooling British summer cocktail.",,,0,0,Pimm's Cup,"Pimm's Cup verbindet den Likör mit Gurke und Limonade zu einem langen, kräutrigen und kühlenden britischen Sommercocktail.",,,0,0
zurek-polonya-usulu,Żurek,"Żurek, ekşi çavdar mayası ve yumurtayı aynı kasede buluşturarak keskin, kremamsı ve doyurucu bir Polonya çorbası sunar.",CORBA,pl,MEDIUM,16,24,40,4,188,Çavdar unu 0.5 su bardağı | Yoğurt 0.5 su bardağı | Yumurta 2 adet | Sarımsak 2 diş | Su 4 su bardağı | Tuz 0.75 çay kaşığı,6,1. Çavdar unu ve yoğurdu 0.5 su bardağı suyla açın. || 2. Karışımı sarımsak ve kalan suyla 20 dakika pişirin. || 3. Haşlanmış yumurtayla servis edin.,3,"GLUTEN,YUMURTA,SUT","kis-tarifi,misafir-sofrasi",Ekşi mayayı kaynama sonunda eklemek parlak tadı korur.,Sıcak servis edin.,Zurek,"Zurek brings sour rye starter and egg together in a Polish soup with sharp flavor, creamy body, and hearty finish.",,,0,0,Zurek,"Zurek vereint sauren Roggenstarter und Ei in einer polnischen Suppe mit klarer Säure, cremigem Körper und kräftigem Ende.",,,0,0
golabki-polonya-usulu,Gołąbki,"Gołąbki, lahana yapraklarını kıyma ve pirinçle sararak yumuşak, sulu ve fırınlanmış bir Polonya klasiği sunar.",YEMEK,pl,MEDIUM,24,35,59,5,244,Lahana yaprağı 12 adet | Dana kıyma 350 gr | Pirinç 0.5 su bardağı | Kuru soğan 1 adet | Domates püresi 1 su bardağı | Tuz 0.75 çay kaşığı,6,"1. Lahana yapraklarını 3 dakika haşlayın. || 2. Kıyma, pirinç, soğan ve tuzla iç harcı hazırlayın. || 3. Sarmaları domates püresiyle 35 dakika pişirin.",3,,"tek-tencere,misafir-sofrasi",Lahanayı kısa haşlamak sarımı kolaylaştırır.,Sıcak servis edin.,Golabki,"Golabki wraps cabbage leaves around rice and minced meat for a soft, juicy, baked Polish classic.",,,0,0,Golabki,"Golabki wickelt Kohlblätter um Reis und Hackfleisch zu einem weichen, saftigen, gebackenen polnischen Klassiker.",,,0,0
mizeria-polonya-usulu,Mizeria,"Mizeria, salatalık ve ekşi kremayı buluşturarak serin, hafif ekşi ve çok sade bir Polonya salatası çıkarır.",SALATA,pl,EASY,10,0,10,4,96,Salatalık 2 adet | Ekşi krema 0.75 su bardağı | Dereotu 0.25 demet | Tuz 0.25 çay kaşığı,4,"1. Salatalığı ince dilimleyin. || 2. Ekşi krema, dereotu ve tuzu karıştırın. || 3. Salatalığı sosla buluşturup soğuk servis edin.",3,SUT,"30-dakika-alti,yaz-tarifi,vejetaryen",Salatalığın suyunu hafifçe almak sosu inceltmez.,Soğuk servis edin.,Mizeria,"Mizeria combines cucumber and sour cream into a cool Polish salad that tastes plain, tangy, and clean.",,,0,0,Mizeria,"Mizeria verbindet Gurke und saure Sahne zu einem kühlen polnischen Salat, der schlicht, säuerlich und klar schmeckt.",,,0,0
fasolka-po-bretonsku-polonya-usulu,Fasolka po Bretońsku,"Fasolka po Bretońsku, kuru fasulyeyi domates ve sosisle pişirerek yoğun, kırmızı ve tok bir Polonya tenceresi kurar.",YEMEK,pl,EASY,12,30,42,5,268,Haşlanmış kuru fasulye 3 su bardağı | Domates püresi 1.5 su bardağı | Dana sosis 250 gr | Kuru soğan 1 adet | Tuz 0.75 çay kaşığı,5,1. Soğan ve sosisi tavada çevirin. || 2. Domates püresi ve fasulyeyi ekleyin. || 3. Tencereyi 20 dakika pişirin.,3,,"tek-tencere,kis-tarifi",Fasulyeyi ezmeden karıştırmak yapıyı korur.,Sıcak servis edin.,Fasolka po Bretonsku,"Fasolka po Bretonsku cooks beans with tomato and sausage into a dense, red, and filling Polish pot dish.",,,0,0,Fasolka po Bretonsku,"Fasolka po Bretonsku kocht Bohnen mit Tomate und Wurst zu einem dichten, roten und sättigenden polnischen Topfgericht.",,,0,0
